Date,Open,High,Low,Close,Adj Close,Volume
2023-01-05,2692.949951,2730.000000,2671.000000,2707.300049,2697.391357,26941
2023-01-06,2719.899902,2737.000000,2683.750000,2718.449951,2708.500488,21589
2023-01-09,2730.000000,2738.949951,2675.000000,2683.100098,2673.280029,14605
2023-01-10,2680.550049,2735.000000,2675.300049,2728.250000,2718.264648,24634
2023-01-11,2735.000000,2761.149902,2702.800049,2731.100098,2721.104492,20156
2023-01-12,2733.100098,2777.000000,2700.000000,2750.750000,2740.682373,28217
2023-01-13,2771.000000,2780.000000,2690.000000,2702.850098,2692.957764,18189
2023-01-16,2702.850098,2753.949951,2700.000000,2729.100098,2719.111572,16885
2023-01-17,2737.000000,2737.000000,2679.199951,2692.000000,2682.147461,10054
2023-01-18,2692.000000,2711.949951,2690.000000,2692.250000,2682.396484,8174
2023-01-19,2692.000000,2711.050049,2658.000000,2674.100098,2664.312988,8456
2023-01-20,2675.899902,2695.000000,2629.350098,2657.850098,2648.122559,19647
2023-01-23,2632.550049,2654.149902,2601.100098,2605.100098,2595.565430,18024
2023-01-24,2605.000000,2670.000000,2605.000000,2616.149902,2606.574951,19566
2023-01-25,2610.500000,2649.000000,2606.399902,2634.949951,2625.306152,12052
2023-01-27,2650.000000,2720.000000,2598.850098,2607.199951,2597.657715,18742
2023-01-30,2607.199951,2642.399902,2590.199951,2599.550049,2590.035889,15278
2023-01-31,2604.850098,2655.000000,2594.000000,2629.300049,2619.677002,17578
2023-02-01,2646.449951,2688.000000,2630.050049,2667.050049,2657.288818,19198
2023-02-02,2661.250000,2727.000000,2640.800049,2685.300049,2675.471924,30552
2023-02-03,2686.949951,2690.100098,2631.100098,2637.949951,2628.295166,15779
2023-02-06,2640.000000,2691.000000,2629.750000,2653.949951,2644.236572,13474
2023-02-07,2651.000000,2651.000000,2600.000000,2639.100098,2629.441162,17679
2023-02-08,2639.000000,2640.000000,2610.000000,2618.399902,2608.816650,20494
2023-02-09,2615.000000,2635.600098,2580.000000,2606.850098,2597.309082,34878
2023-02-10,2590.000000,2624.000000,2584.000000,2605.350098,2595.814697,17597
2023-02-13,2601.000000,2605.350098,2550.000000,2561.050049,2551.676758,19009
2023-02-14,2554.000000,2574.550049,2514.800049,2518.850098,2509.631104,24728
2023-02-15,2518.850098,2541.699951,2487.000000,2506.250000,2497.077148,15648
2023-02-16,2506.250000,2538.699951,2500.000000,2522.050049,2512.819336,18445
2023-02-17,2520.000000,2574.600098,2505.449951,2538.699951,2529.408447,22103
2023-02-20,2550.000000,2556.250000,2509.949951,2532.850098,2523.580078,13484
2023-02-21,2540.600098,2567.949951,2500.000000,2536.949951,2527.664795,16180
2023-02-22,2516.050049,2547.949951,2500.000000,2511.899902,2502.706543,13357
2023-02-23,2511.899902,2547.000000,2502.050049,2529.600098,2520.341797,16309
2023-02-24,2536.699951,2560.000000,2503.000000,2512.750000,2503.553467,13080
2023-02-27,2512.750000,2534.000000,2481.000000,2522.100098,2512.869385,19262
2023-02-28,2522.100098,2526.800049,2495.000000,2501.800049,2492.643555,9451
2023-03-01,2514.699951,2533.100098,2501.149902,2507.000000,2497.824463,14445
2023-03-02,2520.000000,2547.000000,2506.100098,2513.050049,2503.852295,14885
2023-03-03,2523.399902,2528.500000,2502.500000,2506.199951,2497.027344,13577
2023-03-06,2502.000000,2521.649902,2483.100098,2494.050049,2484.921875,32035
2023-03-08,2494.050049,2540.949951,2482.550049,2511.500000,2502.308105,25303
2023-03-09,2512.000000,2540.000000,2494.000000,2503.300049,2494.138184,18771
2023-03-10,2498.350098,2518.300049,2485.050049,2496.000000,2486.864746,14532
2023-03-13,2485.000000,2497.000000,2446.550049,2456.750000,2447.758301,18556
2023-03-14,2464.149902,2473.100098,2370.000000,2376.850098,2368.150879,26561
2023-03-15,2389.350098,2422.149902,2350.000000,2365.199951,2356.543457,18120
2023-03-16,2365.000000,2365.000000,2309.000000,2314.000000,2305.530762,18705
2023-03-17,2315.000000,2345.300049,2301.000000,2303.600098,2295.168945,16451
2023-03-20,2330.000000,2376.000000,2295.750000,2340.250000,2331.684814,54723
2023-03-21,2340.250000,2357.800049,2310.000000,2316.149902,2307.672852,21263
2023-03-22,2331.600098,2339.550049,2309.000000,2312.649902,2304.185791,12773
2023-03-23,2318.899902,2336.500000,2301.199951,2303.750000,2295.318359,12816
2023-03-24,2310.000000,2330.500000,2290.000000,2295.300049,2286.899414,17863
2023-03-27,2301.949951,2301.949951,2200.000000,2224.949951,2216.806641,27225
2023-03-28,2220.000000,2232.949951,2146.100098,2152.699951,2144.821045,35596
2023-03-29,2161.750000,2185.000000,2150.000000,2172.250000,2164.299561,33477
2023-03-31,2185.000000,2203.750000,2150.000000,2155.399902,2147.511230,40576
2023-04-03,2196.949951,2233.000000,2166.000000,2216.600098,2208.487305,38284
2023-04-05,2234.000000,2257.550049,2217.199951,2226.399902,2218.251465,18615
2023-04-06,2236.000000,2254.250000,2212.000000,2244.100098,2235.886719,16310
2023-04-10,2259.000000,2289.000000,2220.000000,2238.300049,2230.107910,30854
2023-04-11,2249.000000,2435.000000,2243.000000,2378.550049,2369.844727,125004
2023-04-12,2395.000000,2481.100098,2367.850098,2421.800049,2412.936279,112892
2023-04-13,2419.899902,2447.000000,2401.649902,2426.699951,2417.818359,30204
2023-04-17,2426.050049,2461.649902,2380.000000,2392.550049,2383.793457,28438
2023-04-18,2413.949951,2440.000000,2400.000000,2432.850098,2423.946045,14034
2023-04-19,2448.199951,2465.300049,2431.649902,2443.250000,2434.307861,17207
2023-04-20,2450.000000,2471.699951,2361.100098,2397.699951,2388.924561,25886
2023-04-21,2399.000000,2413.449951,2331.000000,2354.449951,2345.832764,18539
2023-04-24,2359.949951,2378.949951,2340.000000,2349.300049,2340.701660,11735
2023-04-25,2357.300049,2361.699951,2320.100098,2336.500000,2327.948486,11495
2023-04-26,2343.000000,2366.050049,2337.199951,2347.850098,2339.257080,13175
2023-04-27,2359.800049,2359.800049,2318.850098,2327.500000,2318.981445,12527
2023-04-28,2341.699951,2380.000000,2334.500000,2364.000000,2355.347900,11289
2023-05-02,2364.000000,2618.000000,2364.000000,2583.850098,2574.393311,290016
