Date,Open,High,Low,Close,Adj Close,Volume
2023-01-05,290.350006,293.899994,286.024994,292.350006,284.261047,292120
2023-01-06,292.000000,295.924988,290.350006,293.774994,285.646606,363664
2023-01-09,294.975006,296.950012,290.000000,291.475006,283.410248,279806
2023-01-10,291.450012,293.975006,290.000000,291.100006,283.045624,121274
2023-01-11,291.500000,293.100006,289.024994,290.274994,282.243439,98954
2023-01-12,290.100006,297.000000,283.750000,287.200012,279.253571,129628
2023-01-13,290.000000,295.424988,285.750000,292.424988,284.333954,143662
2023-01-16,293.500000,294.500000,289.725006,290.174988,282.146210,87910
2023-01-17,290.174988,292.200012,288.450012,289.600006,281.587128,95930
2023-01-18,289.600006,292.500000,288.250000,291.549988,283.483154,92000
2023-01-19,291.450012,292.500000,290.000000,291.225006,283.167175,113992
2023-01-20,291.225006,298.125000,290.549988,292.899994,284.795807,247214
2023-01-23,294.000000,302.774994,294.000000,296.549988,288.344818,333668
2023-01-24,300.000000,314.000000,297.000000,312.100006,303.464569,1870612
2023-01-25,313.950012,316.875000,308.174988,311.600006,302.978424,816402
2023-01-27,314.100006,315.750000,300.000000,302.950012,294.567749,292458
2023-01-30,301.450012,310.899994,297.500000,302.450012,294.081604,344080
2023-01-31,303.350006,306.875000,299.399994,303.500000,295.102539,290920
2023-02-01,304.975006,322.200012,304.975006,310.049988,301.471283,757194
2023-02-02,308.625000,318.000000,307.500000,312.924988,304.266724,460322
2023-02-03,315.475006,315.950012,305.274994,308.850006,300.304504,369166
2023-02-06,308.850006,310.850006,303.975006,306.750000,298.262604,217274
2023-02-07,308.174988,309.575012,300.649994,305.350006,296.901337,299652
2023-02-08,303.674988,321.350006,303.674988,320.750000,311.875244,745244
2023-02-09,320.500000,331.049988,313.674988,325.725006,316.712585,979208
2023-02-10,326.475006,333.000000,323.149994,329.000000,319.896973,422006
2023-02-13,340.500000,340.500000,317.500000,328.825012,319.726837,513088
2023-02-14,332.000000,333.500000,325.000000,327.274994,318.219696,503224
2023-02-15,327.299988,332.399994,325.100006,330.100006,320.966553,194246
2023-02-16,330.799988,345.000000,330.524994,336.125000,326.824829,647038
2023-02-17,336.000000,344.500000,333.774994,340.000000,330.592621,300782
2023-02-20,342.475006,376.500000,341.100006,367.924988,357.744965,8687692
2023-02-21,364.000000,368.250000,358.075012,361.399994,351.400513,1216968
2023-02-22,357.475006,358.625000,343.000000,345.125000,335.575806,720838
2023-02-23,347.024994,369.000000,346.975006,363.549988,353.491028,5834936
2023-02-24,365.000000,372.350006,348.424988,353.000000,343.232910,1403968
2023-02-27,360.000000,363.000000,353.049988,360.000000,350.039246,901580
2023-02-28,369.450012,369.450012,360.000000,363.149994,353.102081,985068
2023-03-01,367.500000,395.500000,361.000000,385.475006,374.809387,2040738
2023-03-02,391.000000,404.500000,386.125000,400.850006,389.758972,4874998
2023-03-03,400.850006,402.975006,391.000000,397.100006,386.112762,1461452
2023-03-06,400.750000,416.325012,400.049988,411.774994,400.381683,1624532
2023-03-08,405.500000,412.500000,398.024994,408.825012,397.513306,819082
2023-03-09,411.125000,412.174988,404.000000,409.149994,397.829315,912086
2023-03-10,404.500000,404.750000,387.500000,390.149994,379.355042,784914
2023-03-13,380.000000,405.000000,376.000000,399.725006,388.665100,2048156
2023-03-14,394.975006,422.500000,388.424988,417.299988,405.753815,3313228
2023-03-15,417.299988,427.799988,402.500000,413.399994,401.961731,4121762
2023-03-16,411.500000,415.475006,400.000000,404.950012,393.745544,1227536
2023-03-17,407.100006,413.200012,395.975006,399.500000,388.446350,920470
2023-03-20,397.500000,411.600006,391.000000,402.774994,391.630707,1777278
2023-03-21,409.500000,409.500000,397.524994,401.325012,390.220856,566198
2023-03-22,413.000000,422.500000,400.024994,402.950012,391.800903,3202124
2023-03-23,403.000000,414.899994,400.350006,412.649994,401.232483,1575914
2023-03-24,411.450012,415.924988,408.375000,411.500000,400.114288,1449432
2023-03-27,413.700012,413.700012,384.950012,387.750000,377.021454,839838
