Date,Open,High,Low,Close,Adj Close,Volume,company
2023-01-05,401.0,406.0,394.799988,400.899994,398.194397,460632,Godawari Power Ispat
2023-01-06,400.899994,405.200012,385.0,389.75,387.119659,531786,Godawari Power Ispat
2023-01-09,393.149994,404.0,391.149994,397.75,395.065674,438198,Godawari Power Ispat
2023-01-10,398.799988,403.0,393.049988,401.75,399.038666,339405,Godawari Power Ispat
2023-01-11,404.0,413.0,402.799988,405.450012,402.713715,558486,Godawari Power Ispat
2023-01-12,407.850006,407.850006,396.049988,399.049988,396.356873,233414,Godawari Power Ispat
2023-01-13,401.200012,410.0,401.200012,406.25,403.508301,362218,Godawari Power Ispat
2023-01-16,408.399994,415.399994,400.100006,403.700012,400.975525,339191,Godawari Power Ispat
2023-01-17,404.899994,404.899994,390.0,392.149994,389.503448,313093,Godawari Power Ispat
2023-01-18,394.0,402.149994,393.5,399.5,396.803864,218550,Godawari Power Ispat
2023-01-19,399.049988,410.0,396.850006,407.899994,405.147156,471595,Godawari Power Ispat
2023-01-20,409.899994,415.0,405.100006,407.350006,404.600891,427195,Godawari Power Ispat
2023-01-23,407.350006,415.0,404.049988,409.850006,407.084015,377077,Godawari Power Ispat
2023-01-24,411.0,411.399994,399.149994,400.5,397.797119,216620,Godawari Power Ispat
2023-01-25,400.5,400.950012,386.049988,389.549988,386.92099,305793,Godawari Power Ispat
2023-01-27,392.0,394.450012,367.700012,379.649994,377.087799,400314,Godawari Power Ispat
2023-01-30,381.75,388.600006,376.399994,381.700012,379.123993,188303,Godawari Power Ispat
2023-01-31,384.100006,403.149994,378.799988,399.25,396.555542,362973,Godawari Power Ispat
2023-02-01,400.149994,404.549988,382.0,391.200012,388.559875,243298,Godawari Power Ispat
2023-02-02,391.799988,401.149994,388.25,392.549988,389.900757,226764,Godawari Power Ispat
2023-02-03,394.0,399.600006,379.299988,384.0,381.408447,237275,Godawari Power Ispat
2023-02-06,385.0,388.700012,374.0,376.899994,374.356384,291966,Godawari Power Ispat
2023-02-07,360.0,381.549988,360.0,374.5,371.972565,248815,Godawari Power Ispat
2023-02-08,376.799988,388.5,374.149994,386.200012,383.593628,199588,Godawari Power Ispat
2023-02-09,388.0,391.600006,380.299988,387.200012,384.586884,199581,Godawari Power Ispat
2023-02-10,386.0,387.100006,377.0,379.700012,377.137482,205890,Godawari Power Ispat
2023-02-13,367.0,372.549988,359.0,361.850006,359.407959,492919,Godawari Power Ispat
2023-02-14,362.100006,368.799988,351.200012,352.450012,350.071411,285201,Godawari Power Ispat
2023-02-15,353.149994,358.0,353.149994,356.649994,354.243042,154435,Godawari Power Ispat
2023-02-16,357.5,363.899994,357.5,362.200012,359.755585,152632,Godawari Power Ispat
2023-02-17,361.049988,365.0,358.0,362.700012,360.252228,160044,Godawari Power Ispat
2023-02-20,363.0,367.0,360.200012,362.0,359.556946,150138,Godawari Power Ispat
2023-02-21,366.950012,378.0,364.25,375.25,372.717529,358892,Godawari Power Ispat
2023-02-22,374.0,375.299988,362.25,364.75,362.288391,237777,Godawari Power Ispat
2023-02-23,367.100006,370.549988,359.25,360.850006,358.414703,237175,Godawari Power Ispat
2023-02-24,362.5,366.0,355.049988,357.0,354.590668,148987,Godawari Power Ispat
2023-02-27,356.549988,356.549988,337.850006,341.649994,339.344269,512943,Godawari Power Ispat
2023-02-28,343.0,347.649994,338.100006,342.0,339.691925,184488,Godawari Power Ispat
2023-03-01,346.0,367.0,345.299988,364.350006,361.891083,379579,Godawari Power Ispat
2023-03-02,364.0,368.899994,358.049988,360.100006,357.669769,193183,Godawari Power Ispat
2023-03-03,361.450012,370.0,361.450012,367.0,364.523193,169045,Godawari Power Ispat
2023-03-06,369.0,376.350006,365.299988,372.549988,370.035736,200116,Godawari Power Ispat
2023-03-08,370.299988,385.600006,368.0,380.149994,377.584442,328169,Godawari Power Ispat
2023-03-09,381.799988,388.950012,373.200012,377.5,374.952332,322648,Godawari Power Ispat
2023-03-10,375.0,379.350006,371.25,373.399994,370.880005,159872,Godawari Power Ispat
2023-03-13,373.649994,379.450012,359.0,362.799988,360.351532,168332,Godawari Power Ispat
2023-03-14,365.0,366.950012,355.25,359.450012,357.02417,114749,Godawari Power Ispat
2023-03-15,365.0,377.700012,362.0,373.5,370.97934,319797,Godawari Power Ispat
2023-03-16,380.0,386.649994,367.100006,374.450012,371.922913,897433,Godawari Power Ispat
2023-03-17,377.299988,390.0,375.0,387.299988,384.686188,399030,Godawari Power Ispat
2023-03-20,394.200012,396.0,381.0,384.75,382.153412,834007,Godawari Power Ispat
2023-03-21,385.0,387.450012,372.0,374.25,371.724274,484217,Godawari Power Ispat
2023-03-22,375.600006,379.899994,369.700012,371.299988,368.794159,298321,Godawari Power Ispat
2023-03-23,371.799988,374.549988,360.0,362.950012,360.500549,306269,Godawari Power Ispat
2023-03-24,363.350006,364.399994,340.0,345.200012,342.870331,421010,Godawari Power Ispat
2023-03-27,351.850006,357.75,347.950012,355.450012,353.051147,417364,Godawari Power Ispat
2023-03-28,358.0,360.950012,355.25,358.600006,356.179901,213584,Godawari Power Ispat
2023-03-29,359.950012,369.899994,359.549988,367.950012,365.466797,380495,Godawari Power Ispat
2023-03-31,350.0,357.299988,347.450012,348.899994,346.545349,453381,Godawari Power Ispat
2023-04-03,346.0,359.0,344.600006,356.0,353.597443,238200,Godawari Power Ispat
2023-04-05,359.350006,371.549988,359.350006,369.75,367.254639,339710,Godawari Power Ispat
2023-04-06,369.899994,375.549988,368.100006,374.100006,371.575287,172136,Godawari Power Ispat
2023-04-10,375.049988,382.0,375.049988,380.649994,378.081055,204161,Godawari Power Ispat
2023-04-11,375.799988,386.049988,375.75,378.700012,376.144257,284506,Godawari Power Ispat
2023-04-12,378.200012,382.600006,375.299988,377.149994,374.604675,162105,Godawari Power Ispat
2023-04-13,377.200012,379.75,368.450012,370.25,367.751251,136616,Godawari Power Ispat
2023-04-17,372.149994,372.950012,363.899994,365.5,363.033325,123283,Godawari Power Ispat
2023-04-18,370.0,374.149994,367.100006,372.600006,370.085419,114464,Godawari Power Ispat
2023-04-19,375.0,379.850006,366.200012,374.350006,371.823608,134735,Godawari Power Ispat
2023-04-20,376.649994,377.049988,368.0,370.200012,367.701599,101906,Godawari Power Ispat
2023-04-21,370.200012,372.200012,366.649994,369.25,366.757996,95647,Godawari Power Ispat
2023-04-24,369.25,375.899994,363.549988,365.450012,362.983673,283602,Godawari Power Ispat
2023-04-25,363.0,370.350006,361.950012,368.899994,366.41037,355617,Godawari Power Ispat
2023-04-26,370.0,370.0,364.0,366.549988,364.076202,153154,Godawari Power Ispat
2023-04-27,365.0,367.299988,361.700012,362.850006,360.401215,155970,Godawari Power Ispat
2023-04-28,363.950012,364.799988,355.350006,357.0,354.590668,276593,Godawari Power Ispat
2023-05-02,357.0,359.0,352.850006,355.350006,352.951813,241780,Godawari Power Ispat
2023-05-03,358.0,367.899994,353.0,366.200012,363.728607,326192,Godawari Power Ispat
