Date,Open,High,Low,Close,Adj Close,Volume,company
2023-01-05,1968.949951,1973.599976,1921.650024,1943.650024,1936.382568,312180,Deepak Nitrite Stock
2023-01-06,1950.0,1968.800049,1930.0,1936.550049,1929.309204,183624,Deepak Nitrite Stock
2023-01-09,1950.0,1973.0,1925.0,1934.550049,1927.31665,185438,Deepak Nitrite Stock
2023-01-10,1943.0,1953.0,1911.050049,1929.650024,1922.434937,189214,Deepak Nitrite Stock
2023-01-11,1940.5,1955.0,1920.900024,1928.949951,1921.737549,173004,Deepak Nitrite Stock
2023-01-12,1938.0,1955.0,1930.099976,1941.800049,1934.539551,205945,Deepak Nitrite Stock
2023-01-13,1950.300049,1954.099976,1921.900024,1944.199951,1936.93042,140899,Deepak Nitrite Stock
2023-01-16,1944.199951,1962.0,1924.949951,1931.75,1924.5271,165608,Deepak Nitrite Stock
2023-01-17,1933.0,1946.599976,1921.0,1941.400024,1934.140991,140792,Deepak Nitrite Stock
2023-01-18,1942.0,1953.949951,1928.300049,1932.949951,1925.722534,149969,Deepak Nitrite Stock
2023-01-19,1932.800049,1935.0,1917.0,1925.449951,1918.25061,114276,Deepak Nitrite Stock
2023-01-20,1934.0,1934.0,1883.0,1887.550049,1880.492432,233415,Deepak Nitrite Stock
2023-01-23,1887.550049,1900.0,1860.0,1885.800049,1878.748901,275313,Deepak Nitrite Stock
2023-01-24,1888.0,1898.5,1876.0,1884.699951,1877.652954,136001,Deepak Nitrite Stock
2023-01-25,1884.75,1889.75,1830.550049,1837.300049,1830.430298,307378,Deepak Nitrite Stock
2023-01-27,1837.300049,1858.5,1800.0,1823.849976,1817.030518,261949,Deepak Nitrite Stock
2023-01-30,1814.949951,1867.150024,1811.25,1839.449951,1832.572144,179924,Deepak Nitrite Stock
2023-01-31,1849.949951,1888.0,1840.650024,1880.050049,1873.020386,201036,Deepak Nitrite Stock
2023-02-01,1880.050049,1905.300049,1822.0,1846.349976,1839.446411,349636,Deepak Nitrite Stock
2023-02-02,1852.75,1869.0,1815.349976,1848.0,1841.09021,275399,Deepak Nitrite Stock
2023-02-03,1852.0,1858.0,1800.0,1824.0,1817.179932,326125,Deepak Nitrite Stock
2023-02-06,1827.050049,1847.699951,1800.099976,1816.050049,1809.259766,387748,Deepak Nitrite Stock
2023-02-07,1815.0,1815.0,1730.0,1775.0,1768.363159,1074721,Deepak Nitrite Stock
2023-02-08,1777.0,1834.949951,1742.150024,1813.699951,1806.918457,1499430,Deepak Nitrite Stock
2023-02-09,1820.0,1826.550049,1804.0,1806.599976,1799.844971,279792,Deepak Nitrite Stock
2023-02-10,1806.599976,1820.0,1778.050049,1785.699951,1779.023071,485228,Deepak Nitrite Stock
2023-02-13,1786.0,1800.0,1750.0,1762.550049,1755.959717,306424,Deepak Nitrite Stock
2023-02-14,1760.0,1783.5,1735.0,1757.400024,1750.828979,298493,Deepak Nitrite Stock
2023-02-15,1749.0,1809.0,1749.0,1797.949951,1791.227295,446448,Deepak Nitrite Stock
