Date,Open,High,Low,Close,Adj Close,Volume,company
2023-01-05,6384.950195,6396.850098,6270.0,6287.450195,6238.543457,125426,Tata Elxsi Stock Data
2023-01-06,6315.0,6315.0,6185.0,6193.899902,6145.720703,117274,Tata Elxsi Stock Data
2023-01-09,6270.0,6323.200195,6206.0,6232.0,6183.524414,134158,Tata Elxsi Stock Data
2023-01-10,6232.0,6235.0,6165.0,6199.799805,6151.574707,101262,Tata Elxsi Stock Data
2023-01-11,6230.799805,6289.600098,6202.0,6216.799805,6168.442871,109176,Tata Elxsi Stock Data
2023-01-12,6217.600098,6231.149902,6131.75,6196.649902,6148.449707,95308,Tata Elxsi Stock Data
2023-01-13,6225.0,6261.549805,6190.0,6242.25,6193.694824,91031,Tata Elxsi Stock Data
2023-01-16,6251.0,6299.0,6221.5,6252.850098,6204.212402,81340,Tata Elxsi Stock Data
2023-01-17,6277.0,6280.0,6225.0,6254.75,6206.097656,58291,Tata Elxsi Stock Data
2023-01-18,6270.0,6285.0,6226.600098,6262.899902,6214.184082,64601,Tata Elxsi Stock Data
2023-01-19,6283.0,6424.950195,6251.049805,6301.649902,6252.632813,220851,Tata Elxsi Stock Data
2023-01-20,6301.0,6398.799805,6283.549805,6378.299805,6328.686523,145009,Tata Elxsi Stock Data
2023-01-23,6412.0,6688.0,6365.0,6655.450195,6603.681152,422749,Tata Elxsi Stock Data
2023-01-24,6744.0,6819.950195,6655.799805,6698.850098,6646.743164,368883,Tata Elxsi Stock Data
2023-01-25,6678.0,6755.0,6576.899902,6597.200195,6545.884277,174700,Tata Elxsi Stock Data
2023-01-27,6700.0,6750.0,6475.0,6664.350098,6612.511719,305450,Tata Elxsi Stock Data
2023-01-30,6655.0,6699.0,6545.0,6578.149902,6526.981934,147520,Tata Elxsi Stock Data
2023-01-31,6580.0,6650.0,6510.049805,6632.700195,6581.10791,164980,Tata Elxsi Stock Data
2023-02-01,6666.0,6745.950195,6381.950195,6597.149902,6545.833984,221307,Tata Elxsi Stock Data
2023-02-02,6619.850098,6679.0,6552.600098,6588.25,6537.003418,154532,Tata Elxsi Stock Data
2023-02-03,6621.200195,6642.0,6482.0,6571.149902,6520.036621,121697,Tata Elxsi Stock Data
2023-02-06,6575.0,6693.75,6510.0,6669.200195,6617.324219,140677,Tata Elxsi Stock Data
2023-02-07,6700.0,6733.200195,6624.0,6692.5,6640.442383,137821,Tata Elxsi Stock Data
2023-02-08,6726.0,6824.899902,6670.0,6697.850098,6645.750977,154384,Tata Elxsi Stock Data
2023-02-09,6700.0,6735.0,6640.0,6685.149902,6633.149902,77303,Tata Elxsi Stock Data
2023-02-10,6710.0,6735.0,6667.549805,6683.649902,6631.661133,76760,Tata Elxsi Stock Data
2023-02-13,6685.0,6700.0,6550.0,6571.950195,6520.830566,69536,Tata Elxsi Stock Data
2023-02-14,6580.100098,6625.0,6562.200195,6596.799805,6545.486816,65601,Tata Elxsi Stock Data
2023-02-15,6610.0,6660.049805,6560.049805,6649.950195,6598.223633,121266,Tata Elxsi Stock Data
2023-02-16,6650.0,6792.0,6645.100098,6688.75,6636.72168,129947,Tata Elxsi Stock Data
2023-02-17,6670.0,6749.0,6625.0,6662.899902,6611.072754,81448,Tata Elxsi Stock Data
2023-02-20,6666.049805,6720.0,6625.0,6666.899902,6615.041504,68365,Tata Elxsi Stock Data
2023-02-21,6699.0,6712.200195,6645.25,6661.75,6609.931641,56129,Tata Elxsi Stock Data
2023-02-22,6610.0,6619.899902,6500.0,6517.950195,6467.250488,83155,Tata Elxsi Stock Data
2023-02-23,6510.0,6524.899902,6415.0,6484.5,6434.060547,78315,Tata Elxsi Stock Data
2023-02-24,6514.0,6525.0,6440.0,6512.850098,6462.189941,63935,Tata Elxsi Stock Data
2023-02-27,6500.0,6509.899902,6350.0,6358.700195,6309.239258,76466,Tata Elxsi Stock Data
2023-02-28,6380.0,6390.0,6089.0,6129.25,6081.57373,203406,Tata Elxsi Stock Data
2023-03-01,6128.850098,6243.950195,6123.0,6194.600098,6146.415527,97556,Tata Elxsi Stock Data
2023-03-02,6218.0,6237.149902,6131.299805,6150.549805,6102.708008,101691,Tata Elxsi Stock Data
2023-03-03,6181.0,6221.950195,6150.0,6176.450195,6128.406738,78784,Tata Elxsi Stock Data
2023-03-06,6239.850098,6325.0,6220.850098,6237.649902,6189.130371,113971,Tata Elxsi Stock Data
2023-03-08,6200.0,6357.799805,6160.399902,6340.200195,6290.883301,164335,Tata Elxsi Stock Data
2023-03-09,6370.0,6379.950195,6260.0,6284.549805,6235.665527,91114,Tata Elxsi Stock Data
2023-03-10,6223.100098,6320.0,6181.0,6249.299805,6200.689941,88898,Tata Elxsi Stock Data
2023-03-13,6249.299805,6295.0,6120.200195,6130.950195,6083.260742,89686,Tata Elxsi Stock Data
2023-03-14,6161.649902,6189.899902,5919.0,6062.5,6015.343262,220025,Tata Elxsi Stock Data
2023-03-15,6100.0,6194.0,6058.0,6088.049805,6040.694336,107844,Tata Elxsi Stock Data
2023-03-16,6088.0,6139.899902,6031.0,6115.100098,6067.53418,101504,Tata Elxsi Stock Data
2023-03-17,6149.950195,6198.399902,6139.75,6159.0,6111.092285,109736,Tata Elxsi Stock Data
2023-03-20,5971.0,6199.0,5971.0,6037.950195,5990.984375,100299,Tata Elxsi Stock Data
2023-03-21,6068.149902,6170.0,6049.0,6089.700195,6042.331543,98216,Tata Elxsi Stock Data
2023-03-22,6120.149902,6149.850098,6034.5,6055.399902,6008.29834,63280,Tata Elxsi Stock Data
2023-03-23,6050.0,6073.299805,6006.0,6040.850098,5993.861328,73026,Tata Elxsi Stock Data
2023-03-24,6051.149902,6085.0,5970.5,6000.700195,5954.023926,104926,Tata Elxsi Stock Data
2023-03-27,6005.0,6029.799805,5942.0,5956.399902,5910.068359,91053,Tata Elxsi Stock Data
2023-03-28,5986.200195,5986.200195,5882.549805,5926.149902,5880.053711,120434,Tata Elxsi Stock Data
2023-03-29,5929.0,5976.0,5900.049805,5956.049805,5909.720703,98539,Tata Elxsi Stock Data
2023-03-31,5985.850098,6039.950195,5946.0,5959.100098,5912.747559,134855,Tata Elxsi Stock Data
2023-04-03,6070.0,6097.0,5975.25,6011.299805,5964.541016,110447,Tata Elxsi Stock Data
2023-04-05,6027.0,6162.0,6020.0,6099.200195,6051.757813,146548,Tata Elxsi Stock Data
2023-04-06,6096.0,6114.899902,6035.049805,6068.149902,6020.949219,97084,Tata Elxsi Stock Data
2023-04-10,6097.0,6247.0,6043.950195,6201.100098,6152.865234,145279,Tata Elxsi Stock Data
2023-04-11,6205.5,6415.0,6205.5,6381.299805,6331.663086,260064,Tata Elxsi Stock Data
2023-04-12,6404.0,6448.0,6350.0,6376.950195,6327.347168,134439,Tata Elxsi Stock Data
2023-04-13,6374.0,6374.899902,6260.5,6283.5,6234.624023,86143,Tata Elxsi Stock Data
2023-04-17,6237.950195,6300.0,6180.0,6289.75,6240.825195,108512,Tata Elxsi Stock Data
2023-04-18,6298.75,6396.0,6295.0,6367.299805,6317.771973,100611,Tata Elxsi Stock Data
2023-04-19,6368.0,6375.0,6290.049805,6307.200195,6258.139648,69527,Tata Elxsi Stock Data
2023-04-20,6316.0,6364.5,6235.350098,6251.649902,6203.021484,90809,Tata Elxsi Stock Data
2023-04-21,6269.0,6300.0,6205.549805,6281.0,6232.143555,66308,Tata Elxsi Stock Data
2023-04-24,6280.850098,6330.0,6220.049805,6252.950195,6204.312012,61632,Tata Elxsi Stock Data
2023-04-25,6253.0,6307.0,6235.299805,6271.200195,6222.419922,47904,Tata Elxsi Stock Data
2023-04-26,6269.0,6300.0,6240.0,6290.850098,6241.916992,56123,Tata Elxsi Stock Data
2023-04-27,6284.0,6635.0,6265.149902,6578.200195,6527.031738,493002,Tata Elxsi Stock Data
2023-04-28,6629.0,6687.0,6565.649902,6643.600098,6591.922852,191519,Tata Elxsi Stock Data
2023-05-02,6650.0,6719.950195,6600.0,6643.25,6591.575684,125521,Tata Elxsi Stock Data
2023-05-03,6639.0,6719.899902,6555.700195,6678.450195,6626.501953,95506,Tata Elxsi Stock Data
2023-05-04,6688.0,6758.899902,6610.0,6721.299805,6669.018555,219751,Tata Elxsi Stock Data
2023-05-05,6715.0,6720.0,6645.0,6660.25,6608.443359,77948,Tata Elxsi Stock Data
2023-05-08,6714.0,6798.450195,6671.75,6779.299805,6726.567383,132023,Tata Elxsi Stock Data
