Date,Open,High,Low,Close,Adj Close,Volume,company
2023-01-05,2593.050049,2624.0,2520.0,2595.300049,2584.377197,62095,AIA
2023-01-06,2589.0,2598.949951,2503.0,2510.300049,2499.734863,182681,AIA
2023-01-09,2510.300049,2559.850098,2503.100098,2537.899902,2527.218506,66267,AIA
2023-01-10,2537.899902,2587.100098,2481.25,2516.050049,2505.460693,201397,AIA
2023-01-11,2521.25,2551.449951,2509.25,2533.100098,2522.438965,68659,AIA
2023-01-12,2546.0,2565.100098,2517.0,2529.399902,2518.754395,85928,AIA
2023-01-13,2525.399902,2540.050049,2510.0,2525.050049,2514.422852,66481,AIA
2023-01-16,2515.449951,2527.5,2482.5,2491.350098,2480.864746,11814,AIA
2023-01-17,2491.899902,2501.0,2441.399902,2460.25,2449.895508,24095,AIA
2023-01-18,2450.0,2453.100098,2405.0,2414.350098,2404.188721,70701,AIA
2023-01-19,2403.800049,2497.0,2383.5,2436.199951,2425.946533,185024,AIA
2023-01-20,2431.0,2440.0,2390.149902,2424.399902,2414.196289,44400,AIA
2023-01-23,2429.399902,2460.0,2420.649902,2452.100098,2441.779785,28432,AIA
2023-01-24,2445.0,2485.899902,2440.0,2459.550049,2449.198486,28053,AIA
2023-01-25,2472.5,2486.350098,2428.0,2481.75,2471.304932,25852,AIA
2023-01-27,2495.0,2625.0,2445.0,2598.75,2587.8125,256372,AIA
2023-01-30,2665.0,2693.0,2570.0,2644.800049,2633.668701,247229,AIA
2023-01-31,2680.0,2911.25,2647.550049,2747.449951,2735.886719,309178,AIA
2023-02-01,2743.5,2899.0,2742.899902,2852.25,2840.245605,200467,AIA
2023-02-02,2830.5,2852.25,2765.0,2788.800049,2777.062744,65781,AIA
2023-02-03,2798.800049,2821.899902,2755.550049,2801.199951,2789.4104,89775,AIA
2023-02-06,2810.0,2830.0,2791.0,2799.350098,2787.568359,43018,AIA
2023-02-07,2824.0,2827.25,2771.050049,2790.449951,2778.705566,39809,AIA
2023-02-08,2787.600098,2821.149902,2740.0,2776.75,2765.063477,77186,AIA
2023-02-09,2791.399902,2800.0,2755.0,2770.149902,2758.490967,27020,AIA
2023-02-10,2839.0,2839.0,2765.0,2787.5,2775.768066,95247,AIA
2023-02-13,2815.800049,2815.800049,2782.0,2797.550049,2785.775879,41698,AIA
2023-02-14,2812.300049,2830.0,2755.0,2799.449951,2787.667725,57647,AIA
2023-02-15,2809.699951,2828.199951,2785.149902,2818.25,2806.388672,40772,AIA
2023-02-16,2834.949951,2849.899902,2776.100098,2783.800049,2772.08374,52013,AIA
2023-02-17,2787.300049,2788.75,2760.0,2777.0,2765.312256,27257,AIA
2023-02-20,2779.949951,2795.949951,2700.0,2710.100098,2698.694092,73766,AIA
2023-02-21,2711.0,2743.0,2663.0,2728.199951,2716.717773,80724,AIA
2023-02-22,2724.949951,2735.899902,2671.350098,2702.25,2690.876953,35686,AIA
2023-02-23,2694.0,2740.0,2656.0,2702.800049,2691.424561,49139,AIA
2023-02-24,2687.0,2732.0,2687.0,2720.350098,2708.900879,36884,AIA
2023-02-27,2700.050049,2727.649902,2656.0,2675.949951,2664.6875,74004,AIA
2023-02-28,2687.0,2719.0,2640.0,2650.649902,2639.493896,129408,AIA
2023-03-01,2651.0,2714.0,2651.0,2706.800049,2695.407715,48734,AIA
2023-03-02,2690.0,2710.449951,2672.199951,2684.100098,2672.803467,22094,AIA
2023-03-03,2691.0,2709.0,2670.300049,2685.199951,2673.898682,20017,AIA
2023-03-06,2690.0,2735.350098,2675.0,2706.050049,2694.660889,75495,AIA
2023-03-08,2706.0,2807.0,2703.0,2774.399902,2762.723145,111573,AIA
2023-03-09,2790.0,2824.949951,2733.350098,2752.300049,2740.716309,45857,AIA
2023-03-10,2760.0,2829.850098,2753.050049,2800.350098,2788.564209,97238,AIA
2023-03-13,2800.350098,2810.0,2765.5,2796.149902,2784.381592,43954,AIA
2023-03-14,2785.100098,2820.0,2746.75,2774.399902,2762.723145,44985,AIA
2023-03-15,2775.0,2801.800049,2735.300049,2770.5,2758.8396,34167,AIA
2023-03-16,2765.0,2768.949951,2712.600098,2726.949951,2715.4729,25162,AIA
2023-03-17,2721.050049,2829.899902,2721.050049,2803.75,2791.949707,45954,AIA
2023-03-20,2752.0,2803.75,2731.050049,2751.149902,2739.571045,23136,AIA
2023-03-21,2771.0,2779.050049,2642.699951,2751.149902,2739.571045,57133,AIA
2023-03-22,2765.600098,2799.0,2722.5,2791.800049,2780.050049,39483,AIA
2023-03-23,2789.0,2864.300049,2766.699951,2823.350098,2811.467285,57601,AIA
2023-03-24,2823.350098,2894.0,2803.899902,2843.050049,2831.084473,62368,AIA
2023-03-27,2865.600098,2940.0,2829.0,2890.949951,2878.782715,132102,AIA
2023-03-28,2890.949951,2924.050049,2837.100098,2879.25,2867.13208,58901,AIA
2023-03-29,2879.0,2936.0,2861.0,2905.399902,2893.171875,92090,AIA
2023-03-31,2920.0,2960.0,2887.949951,2903.100098,2890.881592,61802,AIA
2023-04-03,2918.399902,2968.550049,2886.0,2954.800049,2942.364014,89829,AIA
2023-04-05,2960.0,2988.0,2934.050049,2965.699951,2953.218018,68485,AIA
2023-04-06,2952.300049,2967.100098,2927.149902,2933.949951,2921.601807,34821,AIA
2023-04-10,2939.75,2957.800049,2880.149902,2895.850098,2883.662109,22296,AIA
2023-04-11,2909.800049,2958.0,2896.0,2925.100098,2912.789063,83990,AIA
2023-04-12,2927.0,2962.149902,2892.0,2906.050049,2893.819336,31165,AIA
2023-04-13,2911.0,2929.199951,2851.550049,2882.550049,2870.418213,70530,AIA
2023-04-17,2885.100098,2925.0,2860.050049,2878.300049,2866.186035,20382,AIA
2023-04-18,2898.300049,2940.300049,2772.0,2792.850098,2781.095703,51436,AIA
2023-04-19,2787.850098,2817.0,2732.600098,2745.800049,2734.243652,62438,AIA
2023-04-20,2759.949951,2780.0,2734.0,2746.199951,2734.641846,44180,AIA
2023-04-21,2754.0,2804.899902,2750.0,2779.800049,2768.100586,50559,AIA
2023-04-24,2779.949951,2820.050049,2712.050049,2727.899902,2716.418945,112380,AIA
2023-04-25,2741.949951,2766.399902,2678.850098,2689.5,2678.180664,68130,AIA
2023-04-26,2689.0,2755.0,2670.0,2714.949951,2703.523438,43496,AIA
2023-04-27,2724.949951,2748.0,2670.100098,2696.399902,2685.051514,51163,AIA
2023-04-28,2710.0,2734.0,2620.0,2718.75,2707.307373,100289,AIA
2023-05-02,2718.75,2785.449951,2718.75,2777.600098,2765.909912,43262,AIA
2023-05-03,2785.0,2838.899902,2765.850098,2824.899902,2813.010742,46560,AIA
