Date,Open,High,Low,Close,Adj Close,Volume
2023-01-05,216.800003,218.899994,215.199997,218.149994,200.093231,8815728
2023-01-06,219.000000,219.899994,212.000000,214.250000,196.516068,12237065
2023-01-09,215.350006,217.699997,214.000000,214.949997,197.158112,6967190
2023-01-10,215.000000,217.300003,214.199997,216.750000,198.809128,5400260
2023-01-11,217.300003,218.500000,212.199997,213.399994,195.736404,7637956
2023-01-12,215.500000,217.000000,212.800003,213.899994,196.195023,7161675
2023-01-13,214.199997,215.699997,213.550003,215.100006,197.295700,3671193
2023-01-16,215.500000,215.899994,212.449997,213.750000,196.057434,3987352
2023-01-17,213.750000,215.149994,211.100006,213.100006,195.461243,5871758
2023-01-18,213.850006,217.350006,213.199997,216.850006,198.900864,6441530
2023-01-19,216.750000,224.800003,215.149994,223.949997,205.413162,12938871
2023-01-20,224.850006,229.250000,222.750000,227.000000,208.210709,13444947
2023-01-23,228.500000,230.399994,227.199997,230.100006,211.054108,8736715
2023-01-24,230.199997,232.000000,227.199997,227.600006,208.761063,4252051
2023-01-25,227.800003,228.000000,223.750000,226.149994,207.431061,3855827
2023-01-27,227.000000,227.649994,219.300003,222.399994,203.991455,6171667
2023-01-30,222.399994,226.800003,220.750000,225.850006,207.155899,6172517
2023-01-31,225.000000,228.350006,223.899994,224.850006,206.238678,7424552
2023-02-01,228.000000,228.000000,214.149994,220.649994,202.386307,24008324
2023-02-02,221.000000,221.699997,217.000000,217.649994,199.634628,6806578
2023-02-03,218.000000,220.699997,214.600006,218.899994,200.781158,8776614
2023-02-06,219.199997,220.350006,215.649994,219.600006,201.423218,5742881
2023-02-07,219.600006,221.149994,217.000000,219.699997,201.514954,4907167
2023-02-08,214.750000,217.149994,214.149994,215.500000,202.501602,6316867
2023-02-09,216.000000,216.800003,213.199997,214.550003,201.608917,4383159
2023-02-10,214.000000,214.399994,210.949997,211.500000,198.742874,4954439
2023-02-13,211.500000,213.699997,209.149994,213.050003,200.199387,6142208
2023-02-14,213.050003,214.300003,211.100006,211.750000,198.977798,6758731
2023-02-15,211.000000,213.800003,210.300003,212.899994,200.058426,9612884
2023-02-16,213.500000,216.500000,213.100006,215.449997,202.454636,13093683
2023-02-17,214.850006,218.250000,214.199997,217.500000,204.380966,7243093
