company_x,esg_rating,stock_name,company_y,roe,company,code,market_cap
"Nakanishi, Inc.",25.1,TKS:7716,,,,,
"Nakayama Steel Works, Ltd.",36.6,TKS:5408,,,,,
"Nakilat, Inc.",23.1,-,,,,,
"Namchow Holdings Co., Ltd.",28.6,TAI:1702,,,,,
Namhae Chemical Corp.,51.4,KRX:025860,,,,,
"Namsun Aluminum Co., Ltd.",34.8,KRX:008350,,,,,
"NAMYANG DAIRY PRODUCTS Co., Ltd.",42.7,KRX:003920,,,,,
Nan Fung International Holdings Limited,17.1,-,,,,,
"Nan Liu Enterprise Co., Ltd.",20.7,TAI:6504,,,,,
"Nan Pao Resins Chemical Co., Ltd.",26.7,TAI:4766,,,,,
Nan Ya Plastics Corp.,23.8,TAI:1303,,,,,
Nan Ya Printed Circuit Board Corp,21.4,TAI:8046,,,,,
"NanJi E-Commerce Co., Ltd.",26.8,SHE:002127,,,,,
"Nanjing Gaoke Co., Ltd.",25.5,SHG:600064,,,,,
"Nanjing Hanrui Cobalt Co., Ltd.",51.4,SHE:300618,,,,,
"Nanjing Iron & Steel Co., Ltd.",36.7,SHG:600282,,,,,
"Nanjing King-friend Biochemical Pharmaceutical Co., Ltd.",44.3,SHG:603707,,,,,
"Nanjing Securities Co., Ltd.",31.9,SHG:601990,,,,,
"Nankai Electric Railway Co., Ltd.",29.0,TKS:9044,,,,,
"Nankang Rubber Tire Corp., Ltd.",18.1,TAI:2101,,,,,
Nano Dimension Ltd.,25.7,NAS:NNDM,,,,,
Nano-X Imaging Ltd.,32.6,NAS:NNOX,,,,,
Nanofilm Technologies International Ltd.,38.6,SES:MZH,,,,,
Nanologica AB,33.2,OME:NICA,,,,,
Nanosonics Ltd.,19.0,ASX:NAN,,,,,
"NanoString Technologies, Inc.",22.7,NAS:NSTG,,,,,
"NanoXplore, Inc.",43.3,TSE:GRA,,,,,
"Nantex Industry Co., Ltd.",32.2,TAI:2108,,,,,
Nanto Bank Ltd.,28.5,TKS:8367,,,,,
"Nantong Jianghai Capacitor Co., Ltd.",23.7,SHE:002484,,,,,
Nanya Technology Corp.,18.8,TAI:2408,,,,,
Nanyang Commercial Bank Ltd.,32.6,-,,,,,
"Napco Security Technologies, Inc.",16.2,NAS:NSSC,,,,,
Naphtha Israel Petroleum Corp. Ltd.,60.1,TAE:NFTA,,,,,
Narayana Hrudayalaya Ltd.,32.5,BOM:539551,,,,,
"NARI Technology Co., Ltd.",24.2,SHG:600406,,,,,
"Nasdaq, Inc.",13.3,NAS:NDAQ,,,,,
Naspers Ltd.,15.6,JSE:NPN,,,,,
NATCO Pharma Ltd.,33.1,BOM:524816,,,,,
"Natera, Inc.",34.7,NAS:NTRA,,,,,
"Nathan's Famous, Inc.",29.6,NAS:NATH,,,,,
National Agricultural Development Co.,47.7,SAU:6010,,,,,
National Aluminium Co. Ltd.,28.3,BOM:532234,,,,,
National Australia Bank Ltd.,19.7,ASX:NAB,,,,,
National Bank Holdings Corp.,30.9,NYS:NBHC,,,,,
National Bank of Canada,15.7,TSE:NA,,,National Bank of Canada,NA.TO,$25.39 B
National Bank of Fujairah PJSC,25.7,ADS:NBF,,,,,
National Bank of Greece SA,25.8,ATH:ETE,,,,,
National Bank of Kuwait SAK,27.4,KUW:NBK,,,,,
National Bank of Kuwait-Egypt,24.6,CAI:NBKE,,,,,
National Bank of Ras Al Khaimah,31.7,ADS:RAKBANK,,,,,
"National Bankshares, Inc.",29.7,NAS:NKSH,,,,,
National Beverage Corp.,32.5,NAS:FIZZ,,,,,
National Central Cooling Co. PJSC,27.0,DFM:TABREED,,,,,
"National CineMedia, Inc.",20.2,NAS:NCMI,,,,,
National Co. for Learning & Education,22.3,SAU:4291,,,,,
National Company KazMunayGas JSC,32.0,KAZ:KMGZ,,,,,
National Energy Services Reunited Corp.,28.6,OTC:NESR,,,,,
National Fuel Gas Co.,39.5,NYS:NFG,,,,,
National Gas & Industrialization Co.,42.4,SAU:2080,,,,,
National Gas Transmission PLC,20.5,-,,,,,
"National Grid North America, Inc.",20.9,-,,,,,
National Grid Plc,18.2,LON:NG,,,,,
"National Health Investors, Inc.",18.9,NYS:NHI,,,,,
National HealthCare Corp.,33.5,ASE:NHC,,,,,
National Housing Finance & Investment Corp.,18.6,-,,,,,
National Industrialization Co.,29.1,SAU:2060,,,,,
National Industries Group (Holding) SAK,54.7,KUW:NIND,,,,,
National Instruments Corp.,11.6,-,,,,,
National Investments Co. KSC,37.5,KUW:NINV,,,,,
National Medical Care Co.,31.2,SAU:4005,,,,,
"National Presto Industries, Inc.",36.6,NYS:NPK,,,,,
National Real Estate Co.,25.3,KUW:NRE,,,,,
National Research Corp.,20.3,NAS:NRC,,,,,
National Rural Utilities Cooperative Finance Corp.,17.6,NYS:NRUC,,,,,
National Securities Clearing Corp.,20.7,-,,,,,
"National Silicon Industry Group Co., Ltd.",42.9,SHG:688126,,,,,
National Storage Affiliates Trust,20.4,NYS:NSA,,,,,
National Storage REIT,15.0,ASX:NSR,,,,,
"National Vision Holdings, Inc.",17.1,NAS:EYE,,,,,
"National Western Life Group, Inc.",33.5,NAS:NWLI,,,,,
Nationale-Nederlanden Bank NV,14.7,-,,,,,
Nationwide Building Society,10.2,LON:NBS,,,,,
"Nationwide Financial Services, Inc.",28.0,-,,,,,
NATS (En Route) Plc,13.3,-,,,,,
Natura &Co Holding SA,29.5,BSP:NTCO3,,,,,
"Natural Grocers by Vitamin Cottage, Inc.",27.0,NYS:NGVC,,,,,
"Nature's Sunshine Products, Inc.",35.8,NAS:NATR,,,,,
"NATURECELL Co., Ltd.",38.7,KRX:007390,,,,,
Naturgy Energy Group SA,21.9,MCE:NTGY,,,,,
NatWest Group Plc,19.8,LON:NWG,,,,,
NatWest Markets Plc,13.3,-,,,,,
"NAURA Technology Group Co., Ltd.",27.2,SHE:002371,,,,,
"Nautilus Biotechnology, Inc.",25.7,NAS:NAUT,,,,,
NAV CANADA,19.0,-,,,,,
Nava Ltd.,35.9,BOM:513023,,,,,
NAVER Corp.,15.0,KRX:035420,,,,,
Navient Corp.,24.8,NAS:NAVI,,,,,
Navigator Global Investments Ltd.,32.4,ASX:NGI,,,,,
Navin Fluorine International Ltd.,34.5,BOM:532504,,,,,
"Navinfo Co., Ltd.",24.8,SHE:002405,,,,,
Navitas Semiconductor Corp.,38.4,NAS:NVTS,,,,,
NAXS AB (publ),35.4,-,,,,,
Nayax Ltd. (Israel),23.9,TAE:NYAX,,,,,
Nayuki Holdings Ltd.,47.2,HKG:2150,,,,,
Nazara Technologies Ltd.,15.5,BOM:543280,,,,,
NBCC (India) Ltd.,40.6,BOM:534309,,,,,
NBCUniversal Media LLC,16.2,-,,,,,
NBN Co. Ltd.,25.4,-,,,,,
"NBT Bancorp, Inc.",26.9,NAS:NBTB,,,,,
NCAB Group AB,15.8,OME:NCAB,,,,,
NCC AB,29.1,OME:NCC.B,,,,,
NCC Group Plc,19.0,LON:NCC,,,,,
NCC Ltd.,47.6,BOM:500294,,,,,
"nCino, Inc.",18.3,NAS:NCNO,,,,,
NCR Voyix Corp.,19.3,NYS:VYX,,,,,
NCsoft Corp.,14.3,KRX:036570,,,,,
NEC Capital Solutions Ltd.,29.4,TKS:8793,,,,,
NEC Corp.,13.5,TKS:6701,,,,,
NEC Networks & System Integration Corp.,17.2,TKS:1973,,,,,
"Necessity Retail REIT, Inc.",16.1,-,,,,,
Nedap NV,13.7,AMS:NEDAP,,,,,
Nedbank Group Ltd.,17.1,JSE:NED,,,,,
Nederlandse Financierings-Maatschappij Ontwikkelingslanden NV,4.6,-,,,,,
Nederlandse Gasunie NV,18.9,-,,,,,
Nederlandse Waterschapsbank NV,9.9,-,,,,,
Nederman Holding AB,19.2,OME:NMAN,,,,,
"Neighbourly Pharmacy, Inc.",22.8,TSE:NBLY,,,,,
Neinor Homes SA,9.1,MCE:HOME,,,,,
Nektar Therapeutics,37.8,NAS:NKTR,,,Nektar Therapeutics,NKTR,$0.10 B
NEL ASA,30.2,OSL:NEL,,,Nel ASA,NEL.OL,$1.09 B
Nelly Group AB,24.5,OME:NELLY,,,,,
"Nelnet, Inc.",26.1,NYS:NNI,,,,,
Nemak SAB de CV,25.9,MEX:NEMAKA,,,,,
Nemetschek SE,19.9,ETR:NEM,,,,,
Neoen SA,22.8,PAR:NEOEN,,,,,
Neoenergia SA,23.4,BSP:NEOE3,,,,,
NeoGames SA,27.4,NAS:NGMS,,,,,
Neogen Corp.,17.6,NAS:NEOG,,,,,
"NeoGenomics, Inc.",20.0,NAS:NEO,,,,,
Neometals Ltd.,36.9,ASX:NMT,,,,,
"NEOWIZ Co., Ltd.",19.0,KRX:095660,,,,,
NEPES Corp.,34.4,KRX:033640,,,,,
NEPI Rockcastle NV,7.8,JSE:NRP,,,,,
Neptune Energy Group Ltd.,21.4,-,,,,,
"NerdWallet, Inc.",23.0,NAS:NRDS,,,,,
"Nerdy, Inc.",30.1,NYS:NRDY,,,,,
Nesco Ltd.,26.8,BOM:505355,,,,,
Neste Corp.,19.5,HEL:NESTE,,,,,
Nestlé (Malaysia) Bhd.,20.9,KLS:4707,,,,,
Nestlé India Ltd.,27.4,BOM:500790,,,,,
Nestlé SA,27.0,SWX:NESN,,,,,
Net Holding AS,32.0,IST:NTHOL.E,,,,,
Net Insight AB,21.3,OME:NETI.B,,,,,
"Net One Systems Co., Ltd.",22.2,TKS:7518,,,,,
"Net Protections Holdings, Inc.",25.9,TKS:7383,,,,,
"NetApp, Inc.",15.4,NAS:NTAP,,,,,
Netcare Ltd.,30.1,JSE:NTC,,,,,
Netcompany Group A/S,17.1,CSE:NETC,,,,,
NetDragon Websoft Holdings Ltd.,18.3,HKG:777,,,,,
"NetEase, Inc.",17.7,HKG:9999,,,,,
Netel Holding AB,31.5,OME:NETEL,,,,,
"Netflix, Inc.",16.4,NAS:NFLX,,,,,
"NETGEAR, Inc.",14.6,NAS:NTGR,,,,,
NetLink NBN Trust,23.0,SES:CJLU,,,,,
Netmarble Corp.,17.8,KRX:251270,,,,,
Neto Malinda Trading Ltd.,23.0,TAE:NTML,,,,,
"NetScout Systems, Inc.",19.4,NAS:NTCT,,,,,
NetSTREIT Corp.,18.3,NYS:NTST,,,,,
"Neturen Co., Ltd.",37.3,TKS:5976,,,,,
Netwealth Group Ltd.,21.2,ASX:NWL,,,,,
Network Finance Co. Pty Ltd.,29.9,-,,,,,
Network International Holdings Plc,19.8,LON:NETW,,,,,
Network Rail Infrastructure Ltd.,26.6,-,,,,,
Network18 Media & Investments Ltd.,15.7,BOM:532798,,,,,
NEUCA SA,14.1,WAR:NEU,,,,,
Neuren Pharmaceuticals Ltd.,34.1,ASX:NEU,,,,,
"Neurocrine Biosciences, Inc.",24.8,NAS:NBIX,,,,,
Neurones SA,21.2,PAR:NRO,,,,,
Nevada Power Co.,36.4,-,,,,,
Nevro Corp.,21.9,NYS:NVRO,,,,,
"New China Life Insurance Co., Ltd.",25.2,HKG:1336,,,,,
New Development Bank,15.5,-,,,,,
"New Fortress Energy, Inc.",40.8,NAS:NFE,,,,,
"New Gold, Inc.",27.0,TSE:NGD,,,,,
New Hope Corp. Ltd.,49.1,ASX:NHC,,,,,
"New Hope Liuhe Co., Ltd.",52.1,SHE:000876,,,,,
New Horizon Health Ltd.,26.2,HKG:6606,,,,,
New Jersey Resources Corp.,29.6,NYS:NJR,,,,,
"New Kansai International Airport Co., Ltd.",20.5,-,,,,,
"New Oriental Education & Technology Group, Inc.",15.2,HKG:9901,,,,,
New Pacific Metals Corp.,51.7,TSE:NUAG,,,,,
"New Relic, Inc.",18.0,-,,,,,
New Wave Group AB,18.6,OME:NEWA.B,,,,,
New Work SE,24.6,ETR:NWO,,,,,
New World Development Co. Ltd.,15.8,HKG:17,,,,,
"New York Community Bancorp, Inc.",27.8,NYS:NYCB,,,,,
New York Life Insurance Co.,16.3,-,,,,,
"New York Mortgage Trust, Inc.",16.2,NAS:NYMT,,,,,
New York State Electric & Gas Corp.,30.1,-,,,,,
Newcastle Coal Infrastructure Group Pty Ltd.,11.8,-,,,,,
Newcrest Mining Ltd.,28.6,-,,,,,
"Newell Brands, Inc.",13.8,NAS:NWL,,,,,
Newfoundland & Labrador Hydro,36.9,-,,,,,
"Newland Digital Technology Co., Ltd.",28.0,SHE:000997,,,,,
"Newmark Group, Inc.",15.7,NAS:NMRK,,,,,
NewMarket Corp.,36.1,NYS:NEU,,,,,
"Newmax Technology Co., Ltd.",31.5,ROCO:3630,,,,,
Newmed Energy LP,55.0,TAE:NWMD,,,,,
Newmont Corp.,22.2,NYS:NEM,,,,,
"Newpark Resources, Inc.",30.2,NYS:NR,,,,,
Newriver Reit Plc,11.5,LON:NRR,,,,,
News Corp.,11.5,NAS:NWSA,,,,,
NewYork-Presbyterian Hospital,32.1,-,,,,,
"Nex Point Public Co., Ltd.",25.6,BKK:NEX,,,,,
Nexa Resources SA,37.6,NYS:NEXA,,,,,
Nexans SA,21.0,PAR:NEX,,,,,
NEXEN TIRE Corp.,13.5,KRX:002350,,,,,
NexGen Energy Ltd.,33.8,TSE:NXE,,,,,
Nexi SpA,18.2,MIL:NEXI,,,,,
Nexity SA,16.0,PAR:NXI,,,,,
"NEXON Co., Ltd.",18.2,TKS:3659,,,,,
"Nexon Games Co., Ltd.",26.9,KRX:225570,,,,,
Nexperia B.V.,18.7,-,,,,,
"NexPoint Real Estate Finance, Inc.",22.1,NYS:NREF,,,,,
"NexPoint Residential Trust, Inc.",20.7,NYS:NXRT,,,,,
"Nexstar Media Group, Inc.",16.6,NAS:NXST,,,,,
Next 15 Group Plc,19.7,LON:NFG,,,,,
Next Plc,19.7,LON:NXT,,,Next plc,NXT.L,$13.90 B
"Nextage Co., Ltd.",15.8,TKS:3186,,,,,
NextDC Ltd.,16.2,ASX:NXT,,,,,
NextDecade Corp.,38.2,NAS:NEXT,,,,,
"Nextdoor Holdings, Inc.",28.1,NYS:KIND,,,,,
Nexteer Automotive Group Ltd.,13.5,HKG:1316,,,,,
NextEnergy Solar Fund Ltd.,19.5,LON:NESF,,,,,
NextEra Energy Partners LP,25.2,NYS:NEP,,,,,
"NextEra Energy, Inc.",23.1,NYS:NEE,,,,,
"NextGen Healthcare, Inc.",17.2,-,,,,,
"NEXTIN, Inc.",19.6,KRX:348210,,,,,
"NextNav, Inc.",26.7,NAS:NN,,,,,
NEXUS AG,19.1,ETR:NXU,,,Nexus AG,NXU.DE,$1.07 B
Nexus Industrial REIT,20.6,TSE:NXR.UT,,,,,
"NFI Group, Inc.",29.6,TSE:NFI,,,,,
"Ngern Tid Lor Public Co., Ltd.",28.5,BKK:TIDLOR,,,,,
"NGK Insulators, Ltd.",23.7,TKS:5333,,,,,
NGL Energy Partners LP,46.2,NYS:NGL,,,,,
"NGM Biopharmaceuticals, Inc.",25.9,NAS:NGM,,,,,
NGPL PipeCo LLC,42.4,-,,,,,
NGS Group AB,14.3,OME:NGS,,,,,
NH Foods Ltd.,37.7,TKS:2282,,,,,
NH Hotel Group SA,25.2,MCE:NHH,,,,,
"NH Investment & Securities Co., Ltd.",28.7,KRX:005940,,,,,
"NHK Spring Co., Ltd.",14.9,TKS:5991,,,,,
NHN Corp.,31.2,KRX:181710,,,,,
NHN KCP Corp.,23.4,KRX:060250,,,,,
NHPC Ltd.,22.1,BOM:533098,,,,,
"NI Holdings, Inc.",29.0,NAS:NODK,,,,,
Niagara Health Systems,30.3,-,,,,,
Niagara Mohawk Power Corp.,13.8,-,,,,,
NIB Holdings Ltd.,19.2,ASX:NHF,,,,,
NIBC Bank NV,17.5,-,,,,,
NIBC Holding NV,20.5,-,,,,,
NIBE Industrier AB,19.9,OME:NIBE.B,,,,,
"NICE Holdings Co., Ltd.",32.0,KRX:034310,,,,,
"NICE Information Service Co., Ltd.",29.5,KRX:030190,,,,,
NICE Ltd. (Israel),14.3,TAE:NICE,,,,,
NICHIAS Corp.,28.5,TKS:5393,,,,,
"Nichiban Co., Ltd.",9.2,TKS:4218,,,,,
Nichicon Corp.,24.7,TKS:6996,,,,,
NICHIDEN Corp.,27.1,TKS:9902,,,,,
Nichidenbo Corp.,27.7,TAI:3090,,,,,
Nichiha Corp.,29.9,TKS:7943,,,,,
Nichirei Corp.,34.5,TKS:2871,,,,,
"Nichireki Co., Ltd.",35.1,TKS:5011,,,,,
Nick Scali Ltd.,15.2,ASX:NCK,,,,,
Nickel Asia Corp.,34.8,PHS:NIKL,,,,,
Nickel Industries Ltd.,45.1,ASX:NIC,,,,,
"Nicolet Bankshares, Inc.",28.6,NYS:NIC,,,,,
Nidec Chaun-Choung Technology Corp.,21.6,TAI:6230,,,,,
NIDEC Corp.,26.1,TKS:6594,,,,,
Niedersachsen Invest GmbH,35.4,-,,,,,
"Nien Made Enterprise Co., Ltd.",16.2,TAI:8464,,,,,
"Nifco, Inc.",21.1,TKS:7988,,,,,
"NIHON CHOUZAI Co., Ltd.",22.4,TKS:3341,,,,,
Nihon Kohden Corp.,30.2,TKS:6849,,,,,
Nihon M&A Center Holdings Inc.,27.5,TKS:2127,,,,,
"Nihon Nohyaku Co., Ltd.",39.9,TKS:4997,,,,,
"Nihon Parkerizing Co., Ltd.",28.4,TKS:4095,,,,,
"Nihon Tokushu Toryo Co., Ltd.",19.4,TKS:4619,,,,,
"Nihon Trim Co., Ltd.",33.6,TKS:6788,,,,,
NIIT Ltd.,20.8,BOM:500304,,,,,
"NIKE, Inc.",18.9,NYS:NKE,,,,,
"Nikkiso Co., Ltd.",29.3,TKS:6376,,,,,
"NIKKON Holdings Co., Ltd.",20.2,TKS:9072,,,,,
Nikola Corp.,36.5,NAS:NKLA,,,,,
Nikon Corp.,19.0,TKS:7731,,,,,
Nilfisk Holding A/S,23.7,CSE:NLFSK,,,,,
Nilörngruppen AB,14.2,OME:NIL.B,,,,,
Nine Dragons Paper Holdings Ltd.,30.6,HKG:2689,,,,,
Nine Entertainment Co. Holdings Ltd.,16.4,ASX:NEC,,,,,
Ninestar Corp.,18.1,SHE:002180,,,,,
Ninety One Ltd.,29.7,JSE:NY1,,,,,
Ninety One Plc,26.5,LON:N91,,,,,
"Ningbo Deye Technology Co., Ltd.",38.6,SHG:605117,,,,,
"Ningbo Haitian Precision Machinery Co., Ltd.",37.7,SHG:601882,,,,,
"Ningbo Huaxiang Electronic Co., Ltd.",25.0,SHE:002048,,,,,
Ningbo Joyson Electronic Corp.,23.0,SHG:600699,,,,,
"Ningbo Orient Wires & Cable Co., Ltd.",30.0,SHG:603606,,,,,
"Ningbo Peacebird Fashion Co., Ltd.",21.1,SHG:603877,,,,,
"Ningbo Ronbay New Energy Technology Co., Ltd.",29.2,SHG:688005,,,,,
"Ningbo Sanxing Medical Electric Co., Ltd.",27.9,SHG:601567,,,,,
"Ningbo Shanshan Co., Ltd.",34.7,SHG:600884,,,,,
"Ningbo Tuopu Group Co., Ltd.",28.8,SHG:601689,,,,,
"Ningbo Xusheng Group Co., Ltd.",22.8,SHG:603305,,,,,
"Ningbo Zhenyu Technology Co., Ltd.",35.5,SHE:300953,,,,,
"Ningbo Zhoushan Port Co., Ltd.",19.7,SHG:601018,,,,,
"Ningxia Baofeng Energy Group Co., Ltd.",29.8,SHG:600989,,,,,
"Ningxia Zhongyin Cashmere Co., Ltd.",23.7,SHE:000982,,,,,
"Nintendo Co., Ltd.",16.6,TKS:7974,,,,,
"NIO, Inc.",28.4,HKG:9866,,,,,
NIPPN Corp.,34.4,TKS:2001,,,,,
"Nippon Accommodations Fund, Inc.",15.2,TKS:3226,,,,,
"Nippon Beet Sugar Manufacturing Co., Ltd.",46.1,TKS:2108,,,,,
"Nippon Building Fund, Inc.",14.2,TKS:8951,,,,,
"Nippon Carbon Co., Ltd.",24.6,TKS:5302,,,,,
"Nippon Ceramic Co., Ltd.",27.2,TKS:6929,,,,,
Nippon Chemi-Con Corp.,23.2,TKS:6997,,,,,
"Nippon Coke & Engineering Co., Ltd.",51.5,TKS:3315,,,,,
"Nippon Denko Co., Ltd.",50.7,TKS:5563,,,,,
"Nippon Densetsu Kogyo Co., Ltd.",41.1,TKS:1950,,,,,
"Nippon Electric Glass Co., Ltd.",21.9,TKS:5214,,,,,
"Nippon Express Holdings, Inc.",24.4,TKS:9147,,,,,
"Nippon Fine Chemical Co., Ltd.",32.6,TKS:4362,,,,,
"Nippon Gas Co., Ltd. (8174)",33.2,TKS:8174,,,,,
"NIPPON KANZAI Holdings Co., Ltd.",21.5,TKS:9347,,,,,
"Nippon Kayaku Co., Ltd.",32.2,TKS:4272,,,,,
Nippon Life India Asset Management Ltd.,20.0,BOM:540767,,,,,
"Nippon Light Metal Holdings Co., Ltd.",29.3,TKS:5703,,,,,
"Nippon Paint Holdings Co., Ltd.",32.7,TKS:4612,,,,,
"Nippon Paper Industries Co., Ltd.",24.6,TKS:3863,,,,,
"Nippon Parking Development Co., Ltd.",29.8,TKS:2353,,,,,
"Nippon Pillar Packing Co., Ltd.",29.8,TKS:6490,,,,,
"Nippon Prologis REIT, Inc.",8.7,TKS:3283,,,,,
NIPPON REIT Investment Corp.,19.8,TKS:3296,,,,,
"NIPPON RIETEC CO., LTD.",42.6,TKS:1938,,,,,
Nippon Sanso Holdings Corp.,24.3,TKS:4091,,,,,
"Nippon Seiki Co., Ltd.",13.8,TKS:7287,,,,,
"Nippon Sharyo, Ltd.",31.5,TKS:7102,,,,,
"Nippon Sheet Glass Co., Ltd.",26.6,TKS:5202,,,,,
"Nippon Shinyaku Co., Ltd.",29.2,TKS:4516,,,,,
"Nippon Shokubai Co., Ltd.",30.7,TKS:4114,,,,,
"Nippon Soda Co., Ltd.",25.6,TKS:4041,,,,,
NIPPON STEEL CORP.,39.7,TKS:5401,,,,,
Nippon Steel Trading Corp.,20.9,-,,,,,
Nippon Telegraph & Telephone Corp.,23.1,TKS:9432,,,,,
"Nippon Television Holdings, Inc.",18.8,TKS:9404,,,,,
"Nippon Thompson Co., Ltd.",32.2,TKS:6480,,,,,
"Nippon Yakin Kogyo Co., Ltd.",36.6,TKS:5480,,,,,
Nippon Yusen KK,21.8,TKS:9101,,,,,
Nipro Corp.,19.4,TKS:8086,,,,,
"Nishi-Nippon Financial Holdings, Inc.",33.3,TKS:7189,,,,,
"Nishi-Nippon Railroad Co., Ltd.",30.9,TKS:9031,,,,,
"Nishimatsu Construction Co., Ltd.",34.9,TKS:1820,,,,,
"NISHIMATSUYA CHAIN Co., Ltd.",22.7,TKS:7545,,,,,
"Nishio Holdings Co., Ltd.",26.8,TKS:9699,,,,,
"NiSource, Inc.",25.5,NYS:NI,,,,,
"Nissan Canada, Inc.",26.1,-,,,,,
Nissan Chemical Corp.,25.1,TKS:4021,,,,,
Nissan Motor Acceptance Co.,25.7,-,,,,,
"Nissan Motor Co., Ltd.",27.3,TKS:7201,,,,,
"Nissan Shatai Co., Ltd.",22.4,TKS:7222,,,,,
"Nissei ASB Machine Co., Ltd.",33.2,TKS:6284,,,,,
"Nissha Co., Ltd.",20.1,TKS:7915,,,,,
"Nisshin Seifun Group, Inc.",29.8,TKS:2002,,,,,
"Nisshinbo Holdings, Inc.",42.5,TKS:3105,,,,,
Nissin Corp.,26.1,TKS:9066,,,,,
Nissin Electric Co. Ltd.,21.9,-,,,,,
"Nissin Foods Co., Ltd.",26.6,HKG:1475,,,,,
"Nissin Foods Holdings Co., Ltd.",27.3,TKS:2897,,,,,
NISSO Corp.,11.9,-,,,,,
Nissui Corp.,32.4,TKS:1332,,,,,
"Niterra Co., Ltd.",21.6,TKS:5334,,,,,
"Nitori Holdings Co., Ltd.",17.1,TKS:9843,,,,,
Nitta Corp.,25.2,TKS:5186,,,,,
"Nittetsu Mining Co., Ltd.",46.2,TKS:1515,,,,,
"Nitto Boseki Co., Ltd.",28.7,TKS:3110,,,,,
Nitto Denko Corp.,29.4,TKS:6988,,,,,
Nitto Kogyo Corp.,24.5,TKS:6651,,,,,
"Nitto Kohki Co., Ltd.",26.1,TKS:6151,,,,,
"Nittoc Construction Co., Ltd.",44.9,TKS:1929,,,,,
"Nittoku Co., Ltd.",38.7,TKS:6145,,,,,
Niu Technologies,26.1,NAS:NIU,,,,,
Nivika Fastigheter AB,22.2,OME:NIVI.B,,,,,
"Nkarta, Inc.",27.9,NAS:NKTX,,,,,
"NKMAX Co., Ltd. (South korea)",30.3,KRX:182400,,,,,
NKT A/S,20.8,CSE:NKT,,,NKT A/S,NKT.CO,$3.56 B
"NL Industries, Inc.",12.2,NYS:NL,,,,,
NLC India Ltd.,44.4,BOM:513683,,,,,
"nLIGHT, Inc.",15.0,NAS:LASR,,,,,
NMC Health Plc,38.3,-,,,,,
NMDC Ltd.,30.3,BOM:526371,,,,,
"NMI Holdings, Inc.",22.2,NAS:NMIH,,,,,
NN Group NV,18.5,AMS:NN,,,,,
NNIT A/S,16.2,CSE:NNIT,,,,,
"NNN REIT, Inc.",16.8,NYS:NNN,,,,,
Noah Holdings Ltd.,24.6,HKG:6686,,,,,
Nobia AB,11.4,OME:NOBI,,,,,
Noble Corp. Plc,27.7,NYS:NE,,,,,
NOCIL Ltd.,34.5,BOM:500730,,,,,
"Noevir Holdings Co., Ltd.",27.9,TKS:4928,,,,,
NOF Corp.,28.4,TKS:4403,,,,,
Nohmi Bosai Ltd.,15.8,TKS:6744,,,,,
Nojima Corp.,18.2,TKS:7419,,,,,
NOK Corp.,21.1,TKS:7240,,,,,
NOKERA AG,15.5,-,,,,,
Nokia Oyj,9.8,HEL:NOKIA,,,,,
Nokian Renkaat Oyj,12.5,HEL:TYRES,,,,,
Nolato AB,23.4,OME:NOLA.B,,,,,
Nomad Foods Ltd.,32.1,NYS:NOMD,,,,,
"NOMURA Co., Ltd.",25.1,TKS:9716,,,,,
"Nomura Holdings, Inc.",21.5,TKS:8604,,,,,
"Nomura Micro Science Co., Ltd.",33.0,TKS:6254,,,,,
"Nomura Real Estate Holdings, Inc.",17.0,TKS:3231,,,,,
"Nomura Real Estate Master Fund, Inc.",10.8,TKS:3462,,,,,
Nomura Research Institute Ltd.,15.4,TKS:4307,,,,,
"Nongfu Spring Co., Ltd.",24.7,HKG:9633,,,,,
"NongHyup Bank Co., Ltd.",29.1,-,,,,,
"Nongshim Co., Ltd.",36.9,KRX:004370,,,,,
Noodles & Co.,32.9,NAS:NDLS,,,,,
Norcros Plc,26.8,LON:NXR,,,,,
Norddeutsche Landesbank - Girozentrale,19.4,-,,,,,
Nordea Bank Abp,15.8,OME:NDA.SE,,,,,
Nordea Mortgage Bank Plc,18.6,-,,,,,
Nordex SE,16.6,ETR:NDX1,,,,,
Nordic American Tankers Ltd.,42.4,NYS:NAT,,,,,
Nordic Investment Bank,6.4,-,,,,,
Nordic Paper Holding AB,20.0,OME:NPAPER,,,,,
Nordic Semiconductor ASA,14.7,OSL:NOD,,,,,
Nordic Waterproofing Holding AB,28.8,OME:NWG,,,,,
Nordisk Bergteknik AB,42.4,OME:NORB.B,,,,,
Nordnet AB,31.9,OME:SAVE,,,,,
Nordson Corp.,24.9,NAS:NDSN,,,,,
"Nordstrom, Inc.",20.4,NYS:JWN,,,,,
Norfolk Southern Corp.,23.9,NYS:NSC,,,,,
Norion Bank AB,25.8,OME:NORION,,,,,
"Noritake Co., Ltd.",42.4,TKS:5331,,,,,
"Noritsu Koki Co., Ltd.",24.0,TKS:7744,,,,,
Noritz Corp.,28.3,TKS:5943,,,,,
NORMA Group SE,16.7,ETR:NOEJ,,,,,
Norsk Hydro ASA,17.8,OSL:NHY,,,,,
Norske Skog ASA,27.8,OSL:NSKOG,,,,,
"Norstar Holdings, Inc.",14.5,TAE:NSTR,,,,,
Norte Grande SA,40.1,SGO:NORTEGRAN,,,,,
Nortegas Energía Distribución SA,23.0,-,,,,,
North Battleford Power LP,35.7,-,,,,,
North British Housing Ltd.,34.1,-,,,,,
