Date,Open,High,Low,Close,Adj Close,Volume
2023-01-05,2450.000000,2457.399902,2415.000000,2430.750000,2408.854980,10919
2023-01-06,2457.399902,2472.449951,2419.899902,2436.949951,2414.999268,11225
2023-01-09,2449.100098,2469.899902,2385.000000,2393.850098,2372.287842,19558
2023-01-10,2405.850098,2416.399902,2370.800049,2380.250000,2358.810059,15689
2023-01-11,2392.800049,2392.800049,2350.000000,2357.250000,2336.017090,14658
2023-01-12,2368.949951,2387.949951,2310.100098,2340.500000,2319.417969,11547
2023-01-13,2332.000000,2384.350098,2332.000000,2363.100098,2341.814697,25117
2023-01-16,2370.100098,2392.000000,2369.899902,2381.050049,2359.602783,12760
2023-01-17,2382.000000,2383.100098,2350.000000,2366.350098,2345.035156,8213
2023-01-18,2378.149902,2378.149902,2311.000000,2342.149902,2321.053223,8647
2023-01-19,2342.149902,2370.000000,2329.899902,2354.449951,2333.242188,7565
2023-01-20,2360.000000,2374.000000,2340.199951,2354.350098,2333.143311,10112
2023-01-23,2355.050049,2368.699951,2334.050049,2349.899902,2328.733398,7675
2023-01-24,2361.600098,2379.000000,2322.000000,2332.300049,2311.291992,10818
2023-01-25,2325.000000,2384.300049,2302.350098,2331.750000,2310.746826,8057
2023-01-27,2347.850098,2361.100098,2310.050049,2319.199951,2298.309814,9151
2023-01-30,2319.000000,2356.449951,2307.949951,2336.600098,2315.553223,10975
2023-01-31,2336.600098,2344.000000,2321.000000,2331.500000,2310.499023,7439
2023-02-01,2343.800049,2454.699951,2340.000000,2401.250000,2379.620850,33256
2023-02-02,2401.250000,2445.000000,2401.250000,2414.199951,2392.454102,136779
2023-02-03,2426.300049,2440.000000,2333.449951,2348.449951,2327.296387,14945
2023-02-06,2360.800049,2380.050049,2324.000000,2342.850098,2321.746826,8909
2023-02-07,2354.000000,2362.699951,2319.000000,2332.350098,2311.341553,11574
2023-02-08,2344.600098,2365.050049,2320.149902,2326.100098,2305.147949,15328
2023-02-09,2351.500000,2351.500000,2308.550049,2315.750000,2294.891113,9233
2023-02-10,2323.050049,2349.149902,2303.000000,2315.899902,2295.039551,12892
2023-02-13,2570.000000,2644.750000,2396.500000,2430.000000,2408.111816,301640
2023-02-14,2439.800049,2454.699951,2389.550049,2412.250000,2390.521729,43739
2023-02-15,2424.350098,2458.149902,2401.000000,2448.100098,2426.048828,30352
2023-02-16,2459.800049,2470.000000,2406.000000,2445.000000,2422.976807,25047
2023-02-17,2455.000000,2455.000000,2385.100098,2403.050049,2381.404541,21796
2023-02-20,2410.899902,2413.949951,2381.199951,2388.350098,2384.699707,11842
2023-02-21,2385.050049,2415.000000,2369.050049,2403.550049,2399.876465,10649
2023-02-22,2397.949951,2410.000000,2361.000000,2387.399902,2383.750977,8933
2023-02-23,2387.399902,2432.600098,2370.050049,2391.949951,2388.293945,11271
2023-02-24,2390.000000,2426.000000,2385.000000,2396.699951,2393.036621,5987
2023-02-27,2396.699951,2409.300049,2363.250000,2373.500000,2369.872314,6953
2023-02-28,2386.000000,2391.000000,2350.000000,2365.199951,2361.584961,8125
2023-03-01,2377.000000,2410.000000,2350.000000,2394.949951,2391.289307,16329
2023-03-02,2394.949951,2405.500000,2352.000000,2368.350098,2364.730225,6420
2023-03-03,2372.000000,2380.000000,2335.350098,2362.449951,2358.839111,12698
2023-03-06,2374.300049,2397.000000,2366.699951,2391.350098,2387.695068,7861
2023-03-08,2399.000000,2429.199951,2384.750000,2414.100098,2410.410400,13973
2023-03-09,2426.199951,2449.949951,2410.000000,2427.000000,2423.290527,11243
2023-03-10,2425.000000,2437.000000,2400.000000,2423.649902,2419.945557,5111
2023-03-13,2400.000000,2415.000000,2364.199951,2395.699951,2392.038330,45306
2023-03-14,2407.699951,2407.699951,2362.000000,2395.899902,2392.237793,13658
2023-03-15,2407.850098,2409.899902,2355.149902,2364.350098,2360.736328,7375
2023-03-16,2360.250000,2360.300049,2316.949951,2324.649902,2321.096924,6029
2023-03-17,2330.000000,2349.949951,2310.000000,2327.350098,2323.792969,6463
2023-03-20,2339.000000,2435.949951,2304.000000,2403.949951,2400.275635,39240
2023-03-21,2403.949951,2425.000000,2370.100098,2391.050049,2387.395508,7959
