company,esg_rating,stock_name
Lerøy Seafood Group ASA,29.3,OSL:LSG
"Leslie's, Inc.",19.2,NAS:LESL
Levi Strauss & Co.,14.5,NYS:LEVI
Levima Advanced Materials Corp.,31.6,SHE:003022
"Lexicon Pharmaceuticals, Inc.",25.4,NAS:LXRX
Lexinfintech Holdings Ltd.,27.6,NAS:LX
"Leyard Optoelectronic Co., Ltd.",26.2,SHE:300296
LF Corp.,22.3,KRX:093050
LfA Förderbank Bayern,10.4,-
LG Chem Ltd.,26.3,KRX:051910
LG Corp.,40.3,KRX:003550
"LG Display Co., Ltd.",16.8,KRX:034220
"LG Electronics, Inc.",21.0,KRX:066570
LG Energy Solution Ltd.,24.1,KRX:373220
"LG H&H Co., Ltd.",26.5,KRX:051900
LG HelloVision Corp.,24.3,KRX:037560
"LG Innotek Co., Ltd.",19.4,KRX:011070
LG Uplus Corp.,27.4,KRX:032640
"LGI Homes, Inc.",23.4,NAS:LGIH
LGMS Bhd.,23.1,KLS:0249
LH Financial Group PCL,29.5,BKK:LHFG
"LHC Group, Inc.",21.2,-
Li & Fung Ltd.,20.2,-
"Li Auto, Inc.",21.4,HKG:2015
"Li Cheng Enterprise Co., Ltd.",21.0,TAI:4426
"Li Ning Co., Ltd.",14.5,HKG:2331
"Li Peng Enterprise Co., Ltd.",18.8,TAI:1447
Li-Cycle Holdings Corp.,35.4,NYS:LICY
Lian Hwa Foods Corp.,41.3,TAI:1231
"LianChuang Electronic Technology Co., Ltd.",31.4,SHE:002036
"Lianhe Chemical Technology Co., Ltd.",49.6,SHE:002250
"Liaoning Port Co., Ltd.",18.5,HKG:2880
Liberty Broadband Corp.,19.9,NAS:LBRDK
"Liberty Energy, Inc.",32.5,NYS:LBRT
Liberty Financial Group Ltd. (Australia),31.8,ASX:LFG
Liberty Global Plc,24.4,-
Liberty Latin America Ltd.,22.6,NAS:LILAK
Liberty Media Corp.,19.8,NAS:FWONK
Liberty Media Corp. Liberty Braves,16.8,-
"Liberty Mutual Group, Inc.",20.5,-
"Liberty TripAdvisor Holdings, Inc.",27.8,OTC:LTRPA
Libra (Longhurst Group) Treasury No. 2 Plc,31.2,-
LIC Housing Finance Ltd.,30.7,BOM:500253
Liechtensteinische Landesbank AG,28.0,SWX:LLBN
Lien Hwa Industrial Holdings Corp.,22.2,TAI:1229
"Lier Chemical Co., Ltd.",46.1,SHE:002258
Lifco AB,38.9,OME:LIFCO.B
Life Corp.,34.3,TKS:8194
Life Healthcare Group Holdings Ltd.,27.1,JSE:LHC
Life Insurance Corporation of India,30.7,BOM:543526
"Life Storage, Inc.",13.7,-
"Life Time Group Holdings, Inc.",34.4,NYS:LTH
"Life360, Inc.",18.1,ASX:360
"Lifecore Biomedical, Inc.",19.6,NAS:LFCR
Lifenet Insurance Co.,35.5,TKS:7157
"Lifestance Health Group, Inc.",26.0,NAS:LFST
Lifestyle Communities Ltd.,22.1,ASX:LIC
Lifestyle International Holdings Ltd.,21.0,-
LifeTech Scientific Corp.,28.6,HKG:1302
"Lifetime Brands, Inc.",21.1,NAS:LCUT
"Lifull Co., Ltd.",16.1,TKS:2120
"LIG Nex1 Co., Ltd.",38.2,KRX:079550
"Ligand Pharmaceuticals, Inc.",24.4,NAS:LGND
"Ligao Foods Co., Ltd.",41.9,SHE:300973
"Light & Wonder, Inc.",32.1,NAS:LNW
Light SA,30.0,BSP:LIGT3
"Lightning eMotors, Inc.",33.1,OTC:ZEVY
"Lightspeed Commerce, Inc.",20.2,TSE:LSPD
"Lightwave Logic, Inc.",33.4,NAS:LWLG
"Lihuayi Weiyuan Chemical Co., Ltd.",32.0,SHG:600955
Limak Iskenderun Uluslararasi Liman Isletmeciligi AS,16.3,-
Lime Technologies AB,22.9,OME:LIME
Linamar Corp.,19.8,TSE:LNR
Linc AB,34.3,OME:LINC
"Lincoln Electric Holdings, Inc.",22.1,NAS:LECO
Lincoln National Corp.,17.9,NYS:LNC
Lindab International AB,17.7,OME:LIAB
"Lindblad Expeditions Holdings, Inc.",37.2,NAS:LIND
Linde India Ltd.,24.3,BOM:523457
Linde Plc,11.3,NAS:LIN
Lindsay Corp.,22.5,NYS:LNN
Línea Directa Aseguradora SA,21.7,MCE:LDA
"Lineage Cell Therapeutics, Inc.",26.3,ASE:LCTX
Lingsen Precision Industries Ltd.,31.7,TAI:2369
Lingyi iTech (Guangdong) Co.,24.4,SHE:002600
"Linical Co., Ltd.",23.7,TKS:2183
"Link & Motivation, Inc.",17.9,TKS:2170
Link Administration Holdings Ltd.,18.3,ASX:LNK
Link Real Estate Investment Trust,10.2,HKG:823
"Linklogis, Inc.",14.4,HKG:9959
LINTEC Corp.,23.8,TKS:7966
Lion Corp.,28.9,TKS:4912
Lions Gate Entertainment Corp.,18.1,NYS:LGF.A
Liontown Resources Ltd.,33.4,ASX:LTR
Liontrust Asset Management Plc,19.1,LON:LIO
Liquid Telecommunications Holdings Ltd.,28.9,-
Liquidia Corp.,33.8,NAS:LQDA
"Liquidity Services, Inc.",22.6,NAS:LQDT
LISI SA,18.2,PAR:FII
"LITALICO, Inc. (7366)",30.7,TKS:7366
Lite-On Technology Corp.,16.7,TAI:2301
"Lithia Motors, Inc.",12.1,NYS:LAD
Lithium Americas (Argentina) Corp.,53.5,TSE:LAAC
"Littelfuse, Inc.",17.4,NAS:LFUS
"Liuzhou Iron & Steel Co., Ltd.",46.2,SHG:601003
LivaNova Plc,27.1,NAS:LIVN
"Live Nation Entertainment, Inc.",21.6,NYS:LYV
"Live Oak Bancshares, Inc.",34.6,NYS:LOB
Livent Corp.,19.0,NYS:LTHM
"LivePerson, Inc.",25.3,NAS:LPSN
"LiveRamp Holdings, Inc.",23.0,NYS:RAMP
"LiveVox Holdings, Inc.",24.9,-
LiveWest Treasury Plc,31.4,-
"Livzon Pharmaceutical Group, Inc.",25.2,HKG:1513
LIXIL Corp.,18.7,TKS:5938
"Lizhong Sitong Light Alloys Group Co., Ltd.",32.0,SHE:300428
LKQ Corp.,11.1,NAS:LKQ
"LL Flooring Holdings, Inc.",18.2,NYS:LL
Lloyds Bank Corporate Markets Plc,20.4,-
Lloyds Banking Group Plc,24.9,LON:LLOY
Lloyds Metals & Energy Ltd.,44.1,BOM:512455
Loblaw Cos. Ltd.,20.4,TSE:L
Local Bounti Corp.,31.7,NYS:LOCL
Localiza Rent A Car SA,11.4,BSP:RENT3
Locaweb Serviços de Internet SA,20.3,BSP:LWSA3
"LOCK & LOCK Co., Ltd.",20.0,KRX:115390
Lockheed Martin Corp.,29.3,NYS:LMT
Loews Corp.,28.9,NYS:L
Log Commercial Properties e Participações SA,16.5,BSP:LOGG3
Log-In Logistica Intermodal SA,24.8,BSP:LOGN3
"Logan Group Co., Ltd.",15.0,HKG:3380
Logicor Europe Ltd.,15.9,-
Logistea AB,16.8,OME:LOGI.A
Logitech International SA,10.1,SWX:LOGN
Logo Yazilim Sanayi ve Ticaret AS,18.0,IST:LOGO.E
Lojas Quero-Quero SA,18.8,BSP:LJQQ3
Lojas Renner SA,16.6,BSP:LREN3
London & Continental Railways Ltd.,13.4,-
London & Quadrant Housing Trust Ltd.,13.6,-
London Power Networks Plc,33.8,-
London Stock Exchange Group Plc,18.6,LON:LSEG
LondonMetric Property Plc,12.7,LON:LMP
Longchen Paper & Packaging Co. Ltd.,29.1,TAI:1909
Longfor Group Holdings Ltd.,15.2,HKG:960
"Longhua Technology Group (Luoyang) Co., Ltd.",38.2,SHE:300263
"LONGi Green Energy Technology Co., Ltd.",30.3,SHG:601012
"Longshine Technology Group Co., Ltd.",23.5,SHE:300682
Lonking Holdings Ltd.,30.0,HKG:3339
Lonsdale Finance Pty Ltd.,36.0,-
Lonza Group AG,16.8,SWX:LONN
Lookers Plc,15.7,-
Loomis AB,17.4,OME:LOOMIS
Lorca Telecom Bidco SA,14.1,-
Lordstown Motors Corp.,29.5,OTC:RIDEQ
"Lotes Co., Ltd.",20.1,TAI:3533
Lotte Chemical Corp.,28.0,KRX:011170
Lotte Chemical Titan Holding Bhd.,22.2,KLS:5284
"Lotte Chilsung Beverage Co., Ltd.",27.2,KRX:005300
Lotte Corp.,13.3,KRX:004990
Lotte Energy Materials Corp.,30.0,KRX:020150
"LOTTE Fine Chemical Co., Ltd.",25.4,KRX:004000
"LOTTE Himart Co., Ltd.",12.8,KRX:071840
"LOTTE REIT Co., Ltd.",23.6,KRX:330590
"LOTTE Rental Co., Ltd.",30.0,KRX:089860
"Lotte Shopping Co., Ltd.",19.6,KRX:023530
"Lotte Tour Development Co., Ltd.",22.5,KRX:032350
"Lotte Wellfood Co., Ltd.",47.8,KRX:280360
Lottomatica SpA,9.9,-
Lotus Bakeries NV,30.2,BRU:LOTB
"Lotus Pharmaceutical Co., Ltd.",37.9,TAI:1795
Louis Dreyfus Co. BV,30.1,-
Louisiana-Pacific Corp.,22.2,NYS:LPX
Lovisa Holdings Ltd.,17.8,ASX:LOV
"Lowe's Companies, Inc.",11.9,NYS:LOW
LOXAM SAS,11.3,-
"Loyalty Ventures, Inc.",18.3,-
LPI Capital Bhd.,23.9,KLS:8621
"LPL Financial Holdings, Inc.",25.7,NAS:LPLA
LPP SA,17.1,WAR:LPP
LPS Brasil - Consultoria de Imoveis SA,16.5,BSP:LPSB3
LS Corp.,33.4,KRX:006260
"LS Electric Co., Ltd.",19.3,KRX:010120
"LSB Industries, Inc.",47.6,NYS:LXU
LSL Property Services Plc,10.8,LON:LSL
LSTH Svenska Handelsfastigheter AB,8.4,-
"LT Group, Inc.",29.4,PHS:LTG
"LTC Properties, Inc.",16.4,NYS:LTC
LTIMindtree Ltd.,22.4,BOM:540005
LU-VE SpA,23.9,MIL:LUVE
Lubelski Wegiel BOGDANKA SA,38.5,WAR:LWB
Lucara Diamond Corp.,29.2,TSE:LUC
Luceco plc,22.0,LON:LUCE
"Lucid Group, Inc.",24.6,NAS:LCID
Lucky Cement Ltd.,44.8,KAR:LUCK
"Luenmei Quantum Co., Ltd.",42.6,SHG:600167
Lufax Holding Ltd.,22.8,HKG:6623
Luk Fook Holdings (International) Ltd.,15.7,HKG:590
"Lulu's Fashion Lounge Holdings, Inc.",25.8,NAS:LVLU
"lululemon athletica, Inc.",16.9,NAS:LULU
Lumax International Corp. Ltd.,12.9,TAI:6192
"Lumen Technologies, Inc. (Louisiana)",26.1,NYS:LUMN
"Lumentum Holdings, Inc.",13.2,NAS:LITE
"Luminar Technologies, Inc.",25.0,NAS:LAZR
Luminor Bank AS (Estonia),12.4,-
"Lundin Gold, Inc.",37.8,TSE:LUG
Lundin Mining Corp.,28.9,TSE:LUN
Lungyen Life Service Corp.,15.3,ROCO:5530
"Luolai Lifestyle Technology Co., Ltd.",20.5,SHE:002293
"Luoniushan Co., Ltd.",46.5,SHE:000735
"Luoxin Pharmaceuticals Group Stock Co., Ltd.",34.3,SHE:002793
"Luoyang Xinqianglian Slewing Bearing Co., Ltd.",35.7,SHE:300850
Lupin Ltd.,35.3,BOM:500257
"Lushang Freda Pharmaceutical Co., Ltd.",27.1,SHG:600223
Luther Burbank Corp.,29.5,NAS:LBC
Lutronic Corp.,39.4,-
Lux Industries Ltd.,16.4,BOM:539542
Luxfer Holdings Plc,24.6,NYS:LXFR
"Luxi Chemical Group Co., Ltd.",33.2,SHE:000830
Luxshare Precision Industry Co. Ltd.,22.8,SHE:002475
"Luyang Energy-Saving Materials Co., Ltd.",23.4,SHE:002088
Luye Pharma Group Ltd.,31.0,HKG:2186
Luzerner Kantonalbank AG,28.8,SWX:LUKN
"Luzhou Laojiao Co., Ltd.",29.7,SHE:000568
"LVGEM (China) Real Estate Investment Co., Ltd.",19.0,HKG:95
LVMH Moët Hennessy Louis Vuitton SE,12.0,PAR:MC
LX Hausys Ltd.,21.9,KRX:108670
LX Holdings Corp.,37.1,KRX:383800
LX International Corp.,23.6,KRX:001120
"LX Semicon Co., Ltd.",17.7,KRX:108320
LXI REIT Plc,15.5,LON:LXI
LXP Industrial Trust,12.1,NYS:LXP
LY Corp.,21.5,TKS:4689
"Lyell Immunopharma, Inc.",25.1,NAS:LYEL
"Lyft, Inc.",21.9,NAS:LYFT
Lynas Rare Earths Ltd.,23.2,ASX:LYC
LyondellBasell Industries NV,20.7,NYS:LYB
M Group Services Ltd.,8.3,-
M-Grass Ecology & Environment Group Co. Ltd.,51.1,SHE:300355
"m-up holdings, Inc.",26.1,TKS:3661
M. Dias Branco SA Industria e Comercio de Alimentos,27.4,BSP:MDIA3
M. Yochananof & Sons (1988) Ltd.,27.3,TAE:YHNF
"M.D.C. Holdings, Inc.",20.8,NYS:MDC
"M/I Homes, Inc.",19.3,NYS:MHO
M&A Capital Partners Co. Ltd.,34.9,TKS:6080
"M&A Research Institute Holdings, Inc.",37.9,TKS:9552
M&G Credit Income Investment Trust Plc,34.6,LON:MGCI
M&G Plc,20.7,LON:MNG
M&T Bank Corp.,25.1,NYS:MTB
"M3, Inc.",22.2,TKS:2413
MA Financial Group Ltd.,33.0,ASX:MAF
"Maanshan Iron & Steel Co., Ltd.",44.8,HKG:323
MAAS Group Holdings Ltd.,27.5,ASX:MGH
Mabanee Co. SAK,22.1,KUW:MABANEE
Mabion SA,24.4,WAR:MAB
"Mabuchi Motor Co., Ltd.",19.5,TKS:6592
Macatawa Bank Corp.,28.3,NAS:MCBC
"Maccura Biotechnology Co., Ltd.",24.7,SHE:300463
Macerich Co.,11.3,NYS:MAC
Macfarlane Group Plc,26.3,LON:MACF
"MACHVISION, Inc.",15.5,TAI:3563
"Macnica Holdings, Inc.",14.6,TKS:3132
"MACOM Technology Solutions Holdings, Inc.",42.8,NAS:MTSI
Macquarie Group Ltd.,23.6,ASX:MQG
Macquarie Technology Group Ltd.,30.8,ASX:MAQ
Macquarie University,14.8,-
"MacroGenics, Inc.",26.7,NAS:MGNX
"Macromill, Inc.",24.7,TKS:3978
"Macronix International Co., Ltd.",22.4,TAI:2337
Macrotech Developers Ltd.,13.8,BOM:543287
"Macy's, Inc.",16.8,NYS:M
Mader Group Ltd.,25.0,ASX:MAD
Madinet Masr for Housing & Development,24.1,CAI:MASR
Madison Square Garden Sports Corp.,17.3,NYS:MSGS
"Madrigal Pharmaceuticals, Inc.",26.2,NAS:MDGL
"Maeda Kosen Co., Ltd.",29.5,TKS:7821
"Maeil Dairies Co., Ltd.",31.4,KRX:267980
"Maezawa Kyuso Industries Co., Ltd.",33.9,TKS:6485
MAG Silver Corp.,29.8,TSE:MAG
Magazine Luiza SA,18.3,BSP:MGLU3
Magellan Financial Group Ltd.,19.1,ASX:MFG
Magellan Midstream Partners LP,29.9,-
Magic Software Enterprises Ltd.,28.6,NAS:MGIC
"Magna International, Inc.",18.3,TSE:MG
MagnaChip Semiconductor Corp.,36.9,NYS:MX
"Magnet Forensics, Inc.",19.3,-
Magnit PJSC,24.3,MIC:MGNT
"Magnite, Inc.",23.5,NAS:MGNI
Magnitogorsk Iron & Steel Works PJSC,41.4,MIC:MAGN
Magnolia Oil & Gas Corp.,50.2,NYS:MGY
Magnum Bhd.,27.3,KLS:3859
Magyar Export-Import Bank Zrt,18.7,-
Magyar Telekom Telecommunications Plc,16.7,BUD:MTEL
Maha Energy AB,49.7,OME:MAHA.A
Mahanagar Gas Ltd.,33.0,BOM:539957
Maharah Human Resources Co.,13.6,SAU:1831
Maharashtra Seamless Ltd.,39.4,BOM:500265
Mahindra & Mahindra Financial Services Ltd.,19.6,BOM:532720
Mahindra & Mahindra Ltd.,24.9,BOM:500520
Mahle-Metal Leve SA,19.5,BSP:LEVE3
Main Street Capital Corp.,29.6,NYS:MAIN
Mainfreight Ltd.,23.3,NZE:MFT
Mainstreet Equity Corp.,24.2,TSE:MEQ
Maire Tecnimont SpA,22.4,MIL:MAIRE
Maisons du Monde SA,12.4,PAR:MDM
Majid Al Futtaim Holding LLC,15.8,-
Major Cineplex Group Public Co. Ltd.,15.6,BKK:MAJOR
"Major Drilling Group International, Inc.",36.9,TSE:MDI
Majorel Group Luxembourg SA,21.5,-
"Makalot Industrial Co., Ltd.",11.6,TAI:1477
"Makino Milling Machine Co., Ltd.",33.4,TKS:6135
Makita Corp.,29.0,TKS:6586
Malakoff Corp. Bhd.,37.6,KLS:5264
Malayan Banking Bhd.,24.4,KLS:1155
Malaysia Airports Holdings Bhd.,21.3,KLS:5014
Malaysia Building Society Bhd.,27.6,KLS:1171
Malaysia Sovereign Sukuk Bhd.,36.0,-
Malaysia Sukuk Global Bhd.,20.6,-
Malaysian Pacific Industries Bhd.,25.2,KLS:3867
Malaysian Resources Corp. Bhd.,31.5,KLS:1651
"Malibu Boats, Inc.",20.9,NAS:MBUU
Mallinckrodt Plc,41.4,-
Malmbergs Elektriska AB,23.0,OME:MEAB.B
Mamoura Diversified Global Holding PJSC,30.3,-
Man Group Plc (Jersey),19.1,LON:EMG
Man Wah Holdings Ltd.,17.2,HKG:1999
"Management Solutions Co., Ltd.",24.8,TKS:7033
Manappuram Finance Ltd.,21.4,BOM:531213
Manawa Energy Ltd.,46.4,NZE:MNW
Manchester Airports Holdings Ltd.,17.1,-
Mandarin Oriental International Ltd.,26.6,LON:MDOB
Mandom Corp.,32.2,TKS:4917
Mangalore Refinery & Petrochemicals Ltd.,40.7,BOM:500109
"Mango Excellent Media Co., Ltd.",17.1,SHE:300413
Mangold AB,32.3,OME:MANG
"Manhattan Associates, Inc.",17.7,NAS:MANH
"Mani, Inc.",17.3,TKS:7730
Manila Electric Co.,31.7,PHS:MER
"Manila Water Co., Inc.",22.1,PHS:MWC
Manitou BF SA,25.3,PAR:MTU
Mannai Corp. QPSC,49.3,DSMD:MCCS
MannKind Corp.,26.0,NAS:MNKD
"ManpowerGroup, Inc.",9.8,NYS:MAN
Manulife Bank of Canada,15.4,-
Manulife Financial Corp.,18.1,TSE:MFC
Manulife US Real Estate Investment Trust,6.3,SES:BTOU
Maoyan Entertainment,25.6,HKG:1896
Mapfre SA,19.9,MCE:MAP
"Maple Leaf Foods, Inc.",29.1,TSE:MFI
Maples Group,25.4,-
Mapletree Industrial Trust,13.6,SES:ME8U
Mapletree Logistics Trust,12.2,SES:M44U
Mapletree Pan Asia Commercial Trust,14.3,SES:N2IU
"Marathon Digital Holdings, Inc.",29.4,NAS:MARA
Marathon Oil Corp.,37.4,NYS:MRO
Marathon Petroleum Corp.,30.5,NYS:MPC
"Maravai Lifesciences Holdings, Inc.",18.6,NAS:MRVI
Marcopolo SA,28.7,BSP:POMO4
"Marcus & Millichap, Inc.",10.1,NYS:MMI
Marcus Corp.,31.6,NYS:MCS
Marel hf,24.1,ICE:MAREL
Marfrig Global Foods SA,31.6,BSP:MRFG3
Marico Ltd.,20.0,BOM:531642
Marimekko Oyj,9.9,HEL:MEKKO
Marinasol Holding Plc,30.3,-
Marine Products Corp.,12.3,NYS:MPX
"MarineMax, Inc.",16.6,NYS:HZO
"Markel Group, Inc.",26.9,NYS:MKL
"MarketAxess Holdings, Inc.",15.3,NAS:MKTX
Marketech International Corp.,10.5,TAI:6196
"MarketWise, Inc.",23.2,NAS:MKTW
Markforged Holding Corp.,21.9,NYS:MKFG
Marks & Spencer Group Plc,28.5,LON:MKS
Marlowe Plc,35.5,LON:MRL
"Marqeta, Inc.",24.5,NAS:MQ
MARR SpA,15.1,MIL:MARR
"Marriott International, Inc.",22.0,NAS:MAR
Marriott Vacations Worldwide Corp.,26.6,NYS:VAC
Mars Group Holdings Corp.,22.1,TKS:6419
"Mars, Inc.",35.7,-
"Marsh & McLennan Cos., Inc.",21.6,NYS:MMC
Marshalls Plc,21.7,LON:MSLH
"Marssenger Kitchenware Co., Ltd.",27.4,SHE:300894
Marston's Plc,22.9,LON:MARS
Marten Transport Ltd.,19.1,NAS:MRTN
"Martin Marietta Materials, Inc.",30.1,NYS:MLM
Martin Midstream Partners LP,47.3,NAS:MMLP
"Martinrea International, Inc.",21.4,TSE:MRE
Marubeni Corp.,25.2,TKS:8002
"Marudai Food Co., Ltd.",42.7,TKS:2288
Maruha Nichiro Corp.,28.9,TKS:1333
"Marui Group Co., Ltd.",16.2,TKS:8252
Maruichi Steel Tube Ltd.,40.3,TKS:5463
Maruka Furusato Corp.,30.0,TKS:7128
"Marusan Securities Co., Ltd.",35.0,TKS:8613
Maruti Suzuki India Ltd.,28.7,BOM:532500
"MARUWA CO., LTD.",20.9,TKS:5344
"Maruzen Showa Unyu Co., Ltd.",19.4,TKS:9068
"Marvell Technology, Inc.",16.9,NAS:MRVL
"Marvelous, Inc.",16.7,TKS:7844
MAS Financial Services Ltd.,28.4,BOM:540749
MAS Plc,19.4,JSE:MSP
Masco Corp.,24.0,NYS:MAS
MashreqBank PSC,28.6,DFM:MASQ
Masimo Corp.,30.5,NAS:MASI
Masonite International Corp.,23.4,NYS:DOOR
Masraf Al-Rayan QSC,29.9,DSMD:MARK
"Mass General Brigham, Inc.",33.1,-
Massachusetts Institute of Technology,13.2,-
Massachusetts Mutual Life Insurance Co.,14.7,-
"MasTec, Inc.",36.3,NYS:MTZ
Mastek Ltd.,14.9,BOM:523704
Master Builders Solutions Deutschland GmbH,19.3,-
"Mastercard, Inc.",16.6,NYS:MA
"Mastercraft Boat Holdings, Inc.",25.1,NAS:MCFT
Matador Resources Co.,50.2,NYS:MTDR
Matas A/S,13.4,CSE:MATAS
"Match Group, Inc.",18.8,NAS:MTCH
Materion Corp.,42.2,NYS:MTRN
"Mativ Holdings, Inc.",22.0,NYS:MATV
Matrix Concepts Holdings Bhd.,12.0,KLS:5236
Matrix IT Ltd.,25.4,TAE:MTRX
"Matson, Inc.",20.1,NYS:MATX
"Matsuda Sangyo Co., Ltd.",23.9,TKS:7456
"Matsui Securities Co., Ltd.",36.4,TKS:8628
MatsukiyoCocokara & Co.,25.5,TKS:3088
"Matsuya Co., Ltd.",24.6,TKS:8237
"Matsuya Foods Holdings Co., Ltd.",34.1,TKS:9887
Mattamy Group Corp.,23.7,-
"Mattel, Inc.",15.4,NAS:MAT
"Matterport, Inc.",22.6,NAS:MTTR
Matthews International Corp.,20.5,NAS:MATW
"Mavericks, Inc.",27.4,-
Mavi Giyim Sanayi ve Ticaret AS,11.1,IST:MAVI.E
"Max Co., Ltd.",29.7,TKS:6454
Max Financial Services Ltd.,25.3,BOM:500271
Max Healthcare Institute Ltd.,33.0,BOM:543220
"Maxar Technologies, Inc.",18.1,-
"MaxCyte, Inc.",27.5,NAS:MXCT
Maxell Ltd.,21.7,TKS:6810
Maxeon Solar Technologies Ltd.,27.5,NAS:MAXN
"MAXIMUS, Inc.",15.4,NYS:MMS
Maxis Bhd.,25.1,KLS:6012
"MaxLinear, Inc.",22.8,NAS:MXL
"Maxscend Microelectronics Co., Ltd.",23.1,SHE:300782
"Maxvalu Tokai Co., Ltd.",27.9,TKS:8198
"Mayinglong Pharmaceutical Group Co., Ltd.",30.9,SHG:600993
Mayne Pharma Group Ltd.,27.7,ASX:MYX
Mayo Clinic,30.0,-
Mayr-Melnhof Karton AG,18.5,WBO:MMK
Maytronics Ltd.,16.1,TAE:MTRN
"Mayville Engineering Co., Inc.",27.9,NYS:MEC
Mazagon Dock Shipbuilders Ltd.,30.7,BOM:543237
Mazda Motor Corp.,31.5,TKS:7261
mBank SA,13.0,WAR:MBK
MBB SE,45.8,ETR:MBB
"MBIA, Inc.",33.3,NYS:MBI
MBK Public Co. Ltd.,19.8,BKK:MBK
MC Brazil Downstream Participaçoes SA,47.5,-
MCAN Mortgage Corp.,26.5,TSE:MKP
MCB Bank Ltd.,29.8,KAR:MCB
McBride Plc,24.2,LON:MCB
McCain Foods Ltd.,35.8,-
"McCormick & Co., Inc.",27.0,NYS:MKC
McDonald's Corp.,25.8,NYS:MCD
McDonald's Holdings Co. (Japan) Ltd.,27.2,TKS:2702
McGill University,14.7,-
McGill University Health Center,31.7,-
McGrath RentCorp,18.9,NAS:MGRC
"MCJ Co., Ltd.",22.7,TKS:6670
McKesson Corp.,15.2,NYS:MCK
McMaster University,14.8,-
McMillan Shakespeare Ltd.,13.6,ASX:MMS
"MCNEX Co., Ltd.",20.7,KRX:097520
McPhy Energy SA,28.1,PAR:MCPHY
MDA Ltd.,18.9,TSE:MDA
"MDU Resources Group, Inc.",35.6,NYS:MDU
MDxHealth SA,28.4,NAS:MDXH
ME Group International Plc,16.7,LON:MEGP
Mead Johnson Nutrition Co.,35.3,-
Meadowhall Finance Plc,12.7,-
Mears Group Plc,17.3,LON:MER
"Mebuki Financial Group, Inc.",29.6,TKS:7167
"Mec Co., Ltd.",24.7,TKS:4971
Mechel PAO,50.8,MIC:MTLR
MECOM Power & Construction Ltd.,34.8,HKG:1183
Med Life SA,26.1,BSE:M
Medacta Group SA,26.7,SWX:MOVE
Medartis Holding AG,30.5,SWX:MED
MedCap AB,16.5,OME:MCAP
Medco Bell Pte Ltd.,25.1,-
"MEDIA DO Co., Ltd.",26.0,TKS:3678
"MediaAlpha, Inc.",20.7,NYS:MAX
Mediaset España Comunicación SA,13.4,-
"MediaTek, Inc.",19.8,TAI:2454
Mediawan SAS,16.6,-
Medibank Private Ltd.,23.4,ASX:MPL
Medica Group Plc,21.7,-
"Medical Data Vision Co., Ltd.",23.1,TKS:3902
Medical Facilities Corp.,29.3,TSE:DR
"Medical Properties Trust, Inc.",17.5,NYS:MPW
Medicare Group QSC,34.2,DSMD:MCGS
Mediclinic International Plc,24.5,-
Medicover AB,21.3,OME:MCOV.B
"Medifast, Inc.",32.7,NYS:MED
Medigen Biotechnology Corp.,30.0,ROCO:3176
Medigen Vaccine Biologics Corp.,28.2,ROCO:6547
Mediobanca Banca di Credito Finanziario SpA,15.7,MIL:MB
Medios AG,13.0,ETR:ILM1
Medipal Holdings Corp.,18.5,TKS:7459
"MEDIPOST Co., Ltd.",27.5,KRX:078160
Medistim ASA,28.9,OSL:MEDI
Mediterranean & Gulf Insurance & Reinsurance Co.,33.3,SAU:8030
Medivir AB,27.6,OME:MVIR
"Medley, Inc.",23.1,TKS:4480
"Medlive Technology Co., Ltd.",18.5,HKG:2192
medmix AG,27.8,SWX:MEDX
"Medpace Holdings, Inc.",17.2,NAS:MEDP
"MedPacto, Inc.",35.3,KRX:235980
"MedPeer, Inc.",24.5,TKS:6095
MedPlus Health Services Ltd.,19.3,BOM:543427
Medtronic Plc,23.0,NYS:MDT
"Medtronic, Inc.",29.5,-
"Medy-Tox, Inc.",29.9,KRX:086900
MEG Energy Corp.,36.0,TSE:MEG
"Mega Financial Holding Co., Ltd.",18.2,TAI:2886
Mega First Corp. Bhd.,30.9,KLS:3069
Mega Lifesciences Public Co. Ltd.,28.1,BKK:MEGA
Mega Or Holdings Ltd.,22.3,TAE:MGOR
Megacable Holdings SAB de CV,30.7,MEX:MEGACPO
MegaChips Corp.,35.6,TKS:6875
Megaport Ltd.,24.0,ASX:MP1
"MegaStudyEdu Co., Ltd.",19.0,KRX:215200
Megaworld Corp.,21.0,PHS:MEG
MEGlobal Canada ULC,27.4,-
"MEGMILK SNOW BRAND Co., Ltd.",27.7,TKS:2270
Meidensha Corp.,23.1,TKS:6508
Meier Tobler Group AG,35.0,SWX:MTG
"Meiji Holdings Co., Ltd.",24.1,TKS:2269
"Meiko Electronics Co., Ltd.",21.5,TKS:6787
"Meinian Onehealth Healthcare Holdings Co., Ltd.",27.0,SHE:002044
MeiraGTx Holdings Plc,24.4,NAS:MGTX
"Meisei Industrial Co., Ltd.",39.4,TKS:1976
"MEITEC Group Holdings, Inc.",24.2,TKS:9744
"Meitu, Inc.",21.0,HKG:1357
Meituan,23.0,HKG:3690
MEKO AB,10.9,OME:MEKO
"Melco Holdings, Inc.",23.9,TKS:6676
Melco International Development Ltd.,30.0,HKG:200
Melco Resorts & Entertainment Ltd.,21.4,NAS:MLCO
Melexis NV,26.9,BRU:MELE
Meliá Hotels International SA,25.7,MCE:MEL
